t_seconds,normalized_ch1
4.300000000000000123e-08,9.274451732635498047e-01
4.399999999999999695e-08,6.470559835433959961e-01
4.499999999999999929e-08,2.181432396173477173e-01
4.600000000000000162e-08,-2.608415186405181885e-01
4.699999999999999734e-08,-6.799533963203430176e-01
4.799999999999999968e-08,-9.429905414581298828e-01
4.900000000000000202e-08,-9.895761013031005859e-01
4.999999999999999774e-08,-8.090170025825500488e-01
5.100000000000000007e-08,-4.427582323551177979e-01
5.200000000000000241e-08,2.513009496033191681e-02
5.299999999999999813e-08,4.872501194477081299e-01
5.400000000000000047e-08,8.375280499458312988e-01
5.500000000000000281e-08,9.955619573593139648e-01
5.599999999999999852e-08,9.250771999359130859e-01
5.700000000000000086e-08,6.422526240348815918e-01
5.800000000000000320e-08,2.120071053504943848e-01
5.899999999999999892e-08,-2.669019997119903564e-01
5.999999999999999464e-08,-6.845471262931823730e-01
6.100000000000000359e-08,-9.450630545616149902e-01
6.199999999999999931e-08,-9.886517524719238281e-01
6.299999999999999503e-08,-8.053078651428222656e-01
6.400000000000000399e-08,-4.371157586574554443e-01
6.499999999999999971e-08,3.141075745224952698e-02
6.599999999999999543e-08,4.927273392677307129e-01
6.700000000000000438e-08,8.409445881843566895e-01
6.800000000000000010e-08,9.961336255073547363e-01
6.899999999999999582e-08,9.226727485656738281e-01
7.000000000000000477e-08,6.374239921569824219e-01
7.100000000000000049e-08,2.058626115322113037e-01
7.199999999999999621e-08,-2.729519307613372803e-01
7.300000000000000517e-08,-6.891137957572937012e-01
7.400000000000000089e-08,-9.470983147621154785e-01
7.499999999999999661e-08,-9.876883625984191895e-01
7.600000000000000556e-08,-8.015669584274291992e-01
7.700000000000000128e-08,-4.314560592174530029e-01
7.799999999999999700e-08,3.769018128514289856e-02
7.900000000000000595e-08,4.981850981712341309e-01
8.000000000000000167e-08,8.443279266357421875e-01
8.099999999999999739e-08,9.966659545898437500e-01
8.200000000000000635e-08,9.202318191528320312e-01
8.300000000000000207e-08,6.325701475143432617e-01
8.399999999999999779e-08,1.997099816799163818e-01
8.499999999999999351e-08,-2.789911031723022461e-01
8.600000000000000246e-08,-6.936532855033874512e-01
8.699999999999999818e-08,-9.490961432456970215e-01
8.799999999999999390e-08,-9.866859316825866699e-01
8.900000000000000285e-08,-7.977944612503051758e-01
8.999999999999999857e-08,-4.257792830467224121e-01
9.099999999999999429e-08,4.396811872720718384e-02
9.200000000000000325e-08,5.036231875419616699e-01
9.299999999999999897e-08,8.476779460906982422e-01
9.399999999999999469e-08,9.971588850021362305e-01
9.500000000000000364e-08,9.177546501159667969e-01
9.599999999999999936e-08,6.276913881301879883e-01
9.699999999999999508e-08,1.935494691133499146e-01
9.800000000000000404e-08,-2.850192487239837646e-01
9.899999999999999976e-08,-6.981654167175292969e-01
9.999999999999999547e-08,-9.510565400123596191e-01
1.010000000000000044e-07,-9.856445789337158203e-01
1.020000000000000001e-07,-7.939903736114501953e-01
1.029999999999999959e-07,-4.200857281684875488e-01
1.040000000000000048e-07,5.024431645870208740e-02
1.050000000000000005e-07,5.090414285659790039e-01
1.059999999999999963e-07,8.509944677352905273e-01
1.070000000000000052e-07,9.976125359535217285e-01
1.080000000000000009e-07,9.152411818504333496e-01
1.089999999999999967e-07,6.227877736091613770e-01
1.100000000000000056e-07,1.873813122510910034e-01
1.110000000000000013e-07,-2.910361588001251221e-01
1.119999999999999970e-07,-7.026499509811401367e-01
1.130000000000000060e-07,-9.529793262481689453e-01
1.140000000000000017e-07,-9.845643639564514160e-01
1.149999999999999974e-07,-7.901549935340881348e-01
1.160000000000000064e-07,-4.143755733966827393e-01
1.170000000000000021e-07,5.651853606104850769e-02
1.179999999999999978e-07,5.144395232200622559e-01
1.189999999999999936e-07,8.542774319648742676e-01
1.199999999999999893e-07,9.980267286300659180e-01
1.210000000000000115e-07,9.126915931701660156e-01
1.220000000000000072e-07,6.178596019744873047e-01
1.230000000000000029e-07,1.812057644128799438e-01
1.239999999999999986e-07,-2.970415949821472168e-01
1.249999999999999943e-07,-7.071067690849304199e-01
1.259999999999999901e-07,-9.548645615577697754e-01
1.270000000000000123e-07,-9.834452271461486816e-01
1.280000000000000080e-07,-7.862884402275085449e-01
1.290000000000000037e-07,-4.086490869522094727e-01
1.299999999999999994e-07,6.279052048921585083e-02
1.309999999999999951e-07,5.198173522949218750e-01
1.319999999999999909e-07,8.575266599655151367e-01
1.330000000000000130e-07,9.984015226364135742e-01
1.340000000000000088e-07,9.101059436798095703e-01
1.350000000000000045e-07,6.129070520401000977e-01
1.360000000000000002e-07,1.750230640172958374e-01
1.369999999999999959e-07,-3.030352592468261719e-01
1.379999999999999916e-07,-7.115356922149658203e-01
1.389999999999999874e-07,-9.567120671272277832e-01
1.400000000000000095e-07,-9.822872281074523926e-01
1.410000000000000053e-07,-7.823908329010009766e-01
1.420000000000000010e-07,-4.029064476490020752e-01
1.429999999999999967e-07,6.906002759933471680e-02
1.439999999999999924e-07,5.251746177673339844e-01
1.449999999999999881e-07,8.607420325279235840e-01
1.460000000000000103e-07,9.987369775772094727e-01
1.470000000000000061e-07,9.074844121932983398e-01
1.480000000000000018e-07,6.079303026199340820e-01
1.489999999999999975e-07,1.688334494829177856e-01
1.499999999999999932e-07,-3.090170025825500488e-01
1.509999999999999889e-07,-7.159364819526672363e-01
1.520000000000000111e-07,-9.585217833518981934e-01
1.530000000000000068e-07,-9.810905456542968750e-01
1.540000000000000026e-07,-7.784622907638549805e-01
1.549999999999999983e-07,-3.971478939056396484e-01
1.559999999999999940e-07,7.532680779695510864e-02
1.569999999999999897e-07,5.305112004280090332e-01
1.580000000000000119e-07,8.639234304428100586e-01
1.590000000000000076e-07,9.990329146385192871e-01
1.600000000000000033e-07,9.048270583152770996e-01
1.609999999999999991e-07,6.029295325279235840e-01
1.619999999999999948e-07,1.626371592283248901e-01
1.629999999999999905e-07,-3.149865269660949707e-01
1.640000000000000127e-07,-7.203090190887451172e-01
1.650000000000000084e-07,-9.602937102317810059e-01
1.660000000000000041e-07,-9.798550605773925781e-01
1.669999999999999999e-07,-7.745030522346496582e-01
1.679999999999999956e-07,-3.913736641407012939e-01
1.689999999999999913e-07,8.159061521291732788e-02
1.699999999999999870e-07,5.358268022537231445e-01
1.710000000000000092e-07,8.670706748962402344e-01
1.720000000000000049e-07,9.992894530296325684e-01
1.730000000000000006e-07,9.021339416503906250e-01
1.739999999999999964e-07,5.979049801826477051e-01
1.749999999999999921e-07,1.564344614744186401e-01
1.759999999999999878e-07,-3.209436237812042236e-01
1.770000000000000100e-07,-7.246531248092651367e-01
1.780000000000000057e-07,-9.620276689529418945e-01
1.790000000000000014e-07,-9.785808920860290527e-01
1.799999999999999971e-07,-7.705132365226745605e-01
1.809999999999999929e-07,-3.855839967727661133e-01
1.819999999999999886e-07,8.785119652748107910e-02
1.830000000000000108e-07,5.411212444305419922e-01
1.840000000000000065e-07,8.701837658882141113e-01
1.850000000000000022e-07,9.995065331459045410e-01
1.859999999999999979e-07,8.994052410125732422e-01
1.869999999999999937e-07,5.928568243980407715e-01
1.879999999999999894e-07,1.502255946397781372e-01
1.890000000000000116e-07,-3.268880248069763184e-01
1.900000000000000073e-07,-7.289686203002929688e-01
1.910000000000000030e-07,-9.637236595153808594e-01
1.919999999999999987e-07,-9.772680997848510742e-01
1.929999999999999944e-07,-7.664930224418640137e-01
1.939999999999999902e-07,-3.797791004180908203e-01
1.950000000000000124e-07,9.410831332206726074e-02
1.960000000000000081e-07,5.463943481445312500e-01
1.970000000000000038e-07,8.732624650001525879e-01
1.979999999999999995e-07,9.996842145919799805e-01
1.989999999999999952e-07,8.966410160064697266e-01
1.999999999999999909e-07,5.877852439880371094e-01
2.010000000000000131e-07,1.440107822418212891e-01
2.020000000000000089e-07,-3.328195512294769287e-01
2.030000000000000046e-07,-7.332553267478942871e-01
2.040000000000000003e-07,-9.653816223144531250e-01
2.049999999999999960e-07,-9.759167432785034180e-01
2.059999999999999917e-07,-7.624425292015075684e-01
2.069999999999999875e-07,-3.739592134952545166e-01
2.080000000000000096e-07,1.003617122769355774e-01
2.090000000000000054e-07,5.516458749771118164e-01
2.100000000000000011e-07,8.763066530227661133e-01
2.109999999999999968e-07,9.998223781585693359e-01
2.119999999999999925e-07,8.938414454460144043e-01
2.129999999999999882e-07,5.826904773712158203e-01
2.140000000000000104e-07,1.377902925014495850e-01
2.150000000000000062e-07,-3.387379348278045654e-01
2.160000000000000019e-07,-7.375131249427795410e-01
2.169999999999999976e-07,-9.670014977455139160e-01
2.179999999999999933e-07,-9.745268821716308594e-01
2.189999999999999890e-07,-7.583619356155395508e-01
2.200000000000000112e-07,-3.681245446205139160e-01
2.210000000000000069e-07,1.066111549735069275e-01
2.220000000000000027e-07,5.568756461143493652e-01
2.229999999999999984e-07,8.793163299560546875e-01
2.239999999999999941e-07,9.999210238456726074e-01
2.249999999999999898e-07,8.910065293312072754e-01
2.260000000000000120e-07,5.775727033615112305e-01
2.270000000000000077e-07,1.315643638372421265e-01
2.280000000000000034e-07,-3.446429371833801270e-01
2.289999999999999992e-07,-7.417417764663696289e-01
2.299999999999999949e-07,-9.685831665992736816e-01
2.309999999999999906e-07,-9.730985164642333984e-01
2.320000000000000128e-07,-7.542513608932495117e-01
2.330000000000000085e-07,-3.622753620147705078e-01
2.340000000000000042e-07,1.128563880920410156e-01
2.350000000000000000e-07,5.620833635330200195e-01
2.359999999999999957e-07,8.822911977767944336e-01
2.369999999999999914e-07,9.999802708625793457e-01
2.379999999999999871e-07,8.881364464759826660e-01
2.390000000000000093e-07,5.724321007728576660e-01
2.399999999999999786e-07,1.253332346677780151e-01
2.410000000000000007e-07,-3.505343198776245117e-01
2.420000000000000229e-07,-7.459411621093750000e-01
2.429999999999999922e-07,-9.701265692710876465e-01
2.440000000000000144e-07,-9.716317057609558105e-01
2.449999999999999836e-07,-7.501110434532165527e-01
2.460000000000000058e-07,-3.564118742942810059e-01
2.469999999999999751e-07,1.190971583127975464e-01
2.479999999999999972e-07,5.672689676284790039e-01
2.490000000000000194e-07,8.852313160896301270e-01
2.499999999999999887e-07,1.000000000000000000e+00
2.510000000000000109e-07,8.852313160896301270e-01
2.519999999999999801e-07,5.672689676284790039e-01
2.530000000000000023e-07,1.190971583127975464e-01
2.540000000000000245e-07,-3.564118742942810059e-01
2.549999999999999938e-07,-7.501110434532165527e-01
2.560000000000000159e-07,-9.716317057609558105e-01
2.569999999999999852e-07,-9.701265692710876465e-01
2.580000000000000074e-07,-7.459411621093750000e-01
2.589999999999999766e-07,-3.505343198776245117e-01
2.599999999999999988e-07,1.253332346677780151e-01
2.610000000000000210e-07,5.724321007728576660e-01
2.619999999999999903e-07,8.881364464759826660e-01
2.630000000000000125e-07,9.999802708625793457e-01
2.639999999999999817e-07,8.822911977767944336e-01
2.650000000000000039e-07,5.620833635330200195e-01
2.660000000000000261e-07,1.128563880920410156e-01
2.669999999999999953e-07,-3.622753620147705078e-01
2.680000000000000175e-07,-7.542513608932495117e-01
2.689999999999999868e-07,-9.730985164642333984e-01
2.700000000000000090e-07,-9.685831665992736816e-01
2.709999999999999782e-07,-7.417417764663696289e-01
2.720000000000000004e-07,-3.446429371833801270e-01
2.730000000000000226e-07,1.315643638372421265e-01
2.739999999999999918e-07,5.775727033615112305e-01
2.750000000000000140e-07,8.910065293312072754e-01
2.759999999999999833e-07,9.999210238456726074e-01
2.770000000000000055e-07,8.793163299560546875e-01
2.779999999999999747e-07,5.568756461143493652e-01
2.789999999999999969e-07,1.066111549735069275e-01
2.800000000000000191e-07,-3.681245446205139160e-01
2.809999999999999883e-07,-7.583619356155395508e-01
2.820000000000000105e-07,-9.745268821716308594e-01
2.829999999999999798e-07,-9.670014977455139160e-01
2.840000000000000020e-07,-7.375131249427795410e-01
2.850000000000000242e-07,-3.387379348278045654e-01
2.859999999999999934e-07,1.377902925014495850e-01
2.870000000000000156e-07,5.826904773712158203e-01
2.879999999999999848e-07,8.938414454460144043e-01
2.890000000000000070e-07,9.998223781585693359e-01
2.899999999999999763e-07,8.763066530227661133e-01
2.909999999999999985e-07,5.516458749771118164e-01
2.920000000000000207e-07,1.003617122769355774e-01
2.929999999999999899e-07,-3.739592134952545166e-01
2.940000000000000121e-07,-7.624425292015075684e-01
2.949999999999999814e-07,-9.759167432785034180e-01
2.960000000000000035e-07,-9.653816223144531250e-01
2.970000000000000257e-07,-7.332553267478942871e-01
2.979999999999999950e-07,-3.328195512294769287e-01
2.990000000000000172e-07,1.440107822418212891e-01
2.999999999999999864e-07,5.877852439880371094e-01
3.010000000000000086e-07,8.966410160064697266e-01
3.019999999999999779e-07,9.996842145919799805e-01
3.030000000000000001e-07,8.732624650001525879e-01
3.040000000000000222e-07,5.463943481445312500e-01
3.049999999999999915e-07,9.410831332206726074e-02
3.060000000000000137e-07,-3.797791004180908203e-01
3.069999999999999829e-07,-7.664930224418640137e-01
3.080000000000000051e-07,-9.772680997848510742e-01
3.089999999999999744e-07,-9.637236595153808594e-01
3.099999999999999966e-07,-7.289686203002929688e-01
3.110000000000000187e-07,-3.268880248069763184e-01
3.119999999999999880e-07,1.502255946397781372e-01
3.130000000000000102e-07,5.928568243980407715e-01
3.139999999999999794e-07,8.994052410125732422e-01
3.150000000000000016e-07,9.995065331459045410e-01
3.160000000000000238e-07,8.701837658882141113e-01
3.169999999999999931e-07,5.411212444305419922e-01
3.180000000000000153e-07,8.785119652748107910e-02
3.189999999999999845e-07,-3.855839967727661133e-01
3.200000000000000067e-07,-7.705132365226745605e-01
3.209999999999999759e-07,-9.785808920860290527e-01
3.219999999999999981e-07,-9.620276689529418945e-01
3.230000000000000203e-07,-7.246531248092651367e-01
3.239999999999999896e-07,-3.209436237812042236e-01
3.250000000000000118e-07,1.564344614744186401e-01
3.259999999999999810e-07,5.979049801826477051e-01
3.270000000000000032e-07,9.021339416503906250e-01
3.280000000000000254e-07,9.992894530296325684e-01
3.289999999999999946e-07,8.670706748962402344e-01
3.300000000000000168e-07,5.358268022537231445e-01
3.309999999999999861e-07,8.159061521291732788e-02
3.320000000000000083e-07,-3.913736641407012939e-01
3.329999999999999775e-07,-7.745030522346496582e-01
3.339999999999999997e-07,-9.798550605773925781e-01
3.350000000000000219e-07,-9.602937102317810059e-01
3.359999999999999911e-07,-7.203090190887451172e-01
3.370000000000000133e-07,-3.149865269660949707e-01
3.379999999999999826e-07,1.626371592283248901e-01
3.390000000000000048e-07,6.029295325279235840e-01
3.399999999999999740e-07,9.048270583152770996e-01
3.409999999999999962e-07,9.990329146385192871e-01
3.420000000000000184e-07,8.639234304428100586e-01
3.429999999999999877e-07,5.305112004280090332e-01
3.440000000000000098e-07,7.532680779695510864e-02
3.449999999999999791e-07,-3.971478939056396484e-01
3.460000000000000013e-07,-7.784622907638549805e-01
3.470000000000000235e-07,-9.810905456542968750e-01
3.479999999999999927e-07,-9.585217833518981934e-01
3.490000000000000149e-07,-7.159364819526672363e-01
3.499999999999999842e-07,-3.090170025825500488e-01
3.510000000000000064e-07,1.688334494829177856e-01
3.519999999999999756e-07,6.079303026199340820e-01
3.529999999999999978e-07,9.074844121932983398e-01
3.540000000000000200e-07,9.987369775772094727e-01
3.549999999999999892e-07,8.607420325279235840e-01
3.560000000000000114e-07,5.251746177673339844e-01
3.569999999999999807e-07,6.906002759933471680e-02
3.580000000000000029e-07,-4.029064476490020752e-01
3.590000000000000250e-07,-7.823908329010009766e-01
3.599999999999999943e-07,-9.822872281074523926e-01
3.610000000000000165e-07,-9.567120671272277832e-01
3.619999999999999857e-07,-7.115356922149658203e-01
3.630000000000000079e-07,-3.030352592468261719e-01
3.639999999999999772e-07,1.750230640172958374e-01
3.649999999999999994e-07,6.129070520401000977e-01
3.660000000000000216e-07,9.101059436798095703e-01
3.669999999999999908e-07,9.984015226364135742e-01
3.680000000000000130e-07,8.575266599655151367e-01
3.689999999999999822e-07,5.198173522949218750e-01
3.700000000000000044e-07,6.279052048921585083e-02
3.709999999999999737e-07,-4.086490869522094727e-01
3.719999999999999959e-07,-7.862884402275085449e-01
3.730000000000000181e-07,-9.834452271461486816e-01
3.739999999999999873e-07,-9.548645615577697754e-01
3.750000000000000095e-07,-7.071067690849304199e-01
3.759999999999999788e-07,-2.970415949821472168e-01
3.770000000000000009e-07,1.812057644128799438e-01
3.780000000000000231e-07,6.178596019744873047e-01
3.789999999999999924e-07,9.126915931701660156e-01
3.800000000000000146e-07,9.980267286300659180e-01
3.809999999999999838e-07,8.542774319648742676e-01
3.820000000000000060e-07,5.144395232200622559e-01
3.829999999999999753e-07,5.651853606104850769e-02
3.839999999999999974e-07,-4.143755733966827393e-01
3.850000000000000196e-07,-7.901549935340881348e-01
3.859999999999999889e-07,-9.845643639564514160e-01
3.870000000000000111e-07,-9.529793262481689453e-01
3.879999999999999803e-07,-7.026499509811401367e-01
3.890000000000000025e-07,-2.910361588001251221e-01
3.900000000000000247e-07,1.873813122510910034e-01
3.909999999999999940e-07,6.227877736091613770e-01
3.920000000000000161e-07,9.152411818504333496e-01
3.929999999999999854e-07,9.976125359535217285e-01
3.940000000000000076e-07,8.509944677352905273e-01
3.949999999999999768e-07,5.090414285659790039e-01
3.959999999999999990e-07,5.024431645870208740e-02
3.970000000000000212e-07,-4.200857281684875488e-01
3.979999999999999905e-07,-7.939903736114501953e-01
3.990000000000000126e-07,-9.856445789337158203e-01
3.999999999999999819e-07,-9.510565400123596191e-01
4.010000000000000041e-07,-6.981654167175292969e-01
4.020000000000000263e-07,-2.850192487239837646e-01
4.029999999999999955e-07,1.935494691133499146e-01
4.040000000000000177e-07,6.276913881301879883e-01
4.049999999999999870e-07,9.177546501159667969e-01
4.060000000000000092e-07,9.971588850021362305e-01
4.069999999999999784e-07,8.476779460906982422e-01
4.080000000000000006e-07,5.036231875419616699e-01
4.090000000000000228e-07,4.396811872720718384e-02
4.099999999999999920e-07,-4.257792830467224121e-01
4.110000000000000142e-07,-7.977944612503051758e-01
4.119999999999999835e-07,-9.866859316825866699e-01
4.130000000000000057e-07,-9.490961432456970215e-01
4.139999999999999749e-07,-6.936532855033874512e-01
4.149999999999999971e-07,-2.789911031723022461e-01
4.160000000000000193e-07,1.997099816799163818e-01
4.169999999999999885e-07,6.325701475143432617e-01
4.180000000000000107e-07,9.202318191528320312e-01
4.189999999999999800e-07,9.966659545898437500e-01
4.200000000000000022e-07,8.443279266357421875e-01
4.210000000000000244e-07,4.981850981712341309e-01
4.219999999999999936e-07,3.769018128514289856e-02
4.230000000000000158e-07,-4.314560592174530029e-01
4.239999999999999850e-07,-8.015669584274291992e-01
4.250000000000000072e-07,-9.876883625984191895e-01
4.259999999999999765e-07,-9.470983147621154785e-01
4.269999999999999987e-07,-6.891137957572937012e-01
4.280000000000000209e-07,-2.729519307613372803e-01
4.289999999999999901e-07,2.058626115322113037e-01
4.300000000000000123e-07,6.374239921569824219e-01
4.309999999999999816e-07,9.226727485656738281e-01
4.320000000000000037e-07,9.961336255073547363e-01
4.330000000000000259e-07,8.409445881843566895e-01
4.339999999999999952e-07,4.927273392677307129e-01
4.350000000000000174e-07,3.141075745224952698e-02
4.359999999999999866e-07,-4.371157586574554443e-01
4.370000000000000088e-07,-8.053078651428222656e-01
4.379999999999999781e-07,-9.886517524719238281e-01
4.390000000000000003e-07,-9.450630545616149902e-01
4.400000000000000224e-07,-6.845471262931823730e-01
4.409999999999999917e-07,-2.669019997119903564e-01
4.420000000000000139e-07,2.120071053504943848e-01
4.429999999999999831e-07,6.422526240348815918e-01
4.440000000000000053e-07,9.250771999359130859e-01
4.449999999999999746e-07,9.955619573593139648e-01
4.459999999999999968e-07,8.375280499458312988e-01
4.470000000000000189e-07,4.872501194477081299e-01
4.479999999999999882e-07,2.513009496033191681e-02
4.490000000000000104e-07,-4.427582323551177979e-01
4.499999999999999796e-07,-8.090170025825500488e-01
4.510000000000000018e-07,-9.895761013031005859e-01
4.520000000000000240e-07,-9.429905414581298828e-01
4.529999999999999933e-07,-6.799533963203430176e-01
4.540000000000000155e-07,-2.608415186405181885e-01
4.549999999999999847e-07,2.181432396173477173e-01
4.560000000000000069e-07,6.470559835433959961e-01
4.569999999999999761e-07,9.274451732635498047e-01
4.579999999999999983e-07,9.949510097503662109e-01
4.590000000000000205e-07,8.340784311294555664e-01
4.599999999999999898e-07,4.817536771297454834e-01
4.610000000000000120e-07,1.884843967854976654e-02
4.619999999999999812e-07,-4.483832120895385742e-01
4.630000000000000034e-07,-8.126941919326782227e-01
4.640000000000000256e-07,-9.904614090919494629e-01
4.649999999999999948e-07,-9.408807754516601562e-01
4.660000000000000170e-07,-6.753327846527099609e-01
4.669999999999999863e-07,-2.547707259654998779e-01
4.680000000000000085e-07,2.242707610130310059e-01
4.689999999999999777e-07,6.518337130546569824e-01
4.699999999999999999e-07,9.297764897346496582e-01
4.710000000000000221e-07,9.943007826805114746e-01
4.719999999999999913e-07,8.305959105491638184e-01
4.730000000000000135e-07,4.762381911277770996e-01
4.739999999999999828e-07,1.256604027003049850e-02
4.750000000000000050e-07,-4.539904892444610596e-01
4.759999999999999742e-07,-8.163392543792724609e-01
4.770000000000000494e-07,-9.913076162338256836e-01
4.780000000000000186e-07,-9.387338757514953613e-01
4.789999999999999879e-07,-6.706855893135070801e-01
4.799999999999999571e-07,-2.486898899078369141e-01
4.810000000000000322e-07,2.303894311189651489e-01
4.820000000000000015e-07,6.565857529640197754e-01
4.829999999999999707e-07,9.320710897445678711e-01
4.840000000000000459e-07,9.936113357543945312e-01
4.850000000000000151e-07,8.270805478096008301e-01
4.859999999999999844e-07,4.707039296627044678e-01
4.869999999999999536e-07,6.283144000917673111e-03
4.880000000000000287e-07,-4.595798552036285400e-01
4.889999999999999980e-07,-8.199521303176879883e-01
4.899999999999999672e-07,-9.921147227287292480e-01
4.910000000000000424e-07,-9.365499019622802734e-01
4.920000000000000116e-07,-6.660118699073791504e-01
4.929999999999999809e-07,-2.425992339849472046e-01
4.939999999999999501e-07,2.364989966154098511e-01
4.950000000000000252e-07,6.613118648529052734e-01
4.959999999999999945e-07,9.343289136886596680e-01
4.969999999999999637e-07,9.928826093673706055e-01
4.980000000000000389e-07,8.235325813293457031e-01
4.990000000000000081e-07,4.651510715484619141e-01
4.999999999999999774e-07,5.877066530239919914e-15
5.010000000000000525e-07,-4.651510715484619141e-01
5.020000000000000218e-07,-8.235325813293457031e-01
5.029999999999999910e-07,-9.928826093673706055e-01
5.039999999999999603e-07,-9.343289136886596680e-01
5.050000000000000354e-07,-6.613118648529052734e-01
5.060000000000000046e-07,-2.364989966154098511e-01
5.069999999999999739e-07,2.425992339849472046e-01
5.080000000000000490e-07,6.660118699073791504e-01
5.090000000000000183e-07,9.365499019622802734e-01
5.099999999999999875e-07,9.921147227287292480e-01
5.109999999999999568e-07,8.199521303176879883e-01
5.120000000000000319e-07,4.595798552036285400e-01
5.130000000000000011e-07,-6.283144000917673111e-03
5.139999999999999704e-07,-4.707039296627044678e-01
5.150000000000000455e-07,-8.270805478096008301e-01
5.160000000000000148e-07,-9.936113357543945312e-01
5.169999999999999840e-07,-9.320710897445678711e-01
5.179999999999999533e-07,-6.565857529640197754e-01
5.190000000000000284e-07,-2.303894311189651489e-01
5.199999999999999976e-07,2.486898899078369141e-01
5.209999999999999669e-07,6.706855893135070801e-01
5.220000000000000420e-07,9.387338757514953613e-01
5.230000000000000113e-07,9.913076162338256836e-01
5.239999999999999805e-07,8.163392543792724609e-01
5.249999999999999498e-07,4.539904892444610596e-01
5.260000000000000249e-07,-1.256604027003049850e-02
5.269999999999999942e-07,-4.762381911277770996e-01
5.279999999999999634e-07,-8.305959105491638184e-01
5.290000000000000385e-07,-9.943007826805114746e-01
5.300000000000000078e-07,-9.297764897346496582e-01
5.309999999999999770e-07,-6.518337130546569824e-01
5.320000000000000522e-07,-2.242707610130310059e-01
5.330000000000000214e-07,2.547707259654998779e-01
5.339999999999999907e-07,6.753327846527099609e-01
5.349999999999999599e-07,9.408807754516601562e-01
5.360000000000000350e-07,9.904614090919494629e-01
5.370000000000000043e-07,8.126941919326782227e-01
5.379999999999999735e-07,4.483832120895385742e-01
5.390000000000000487e-07,-1.884843967854976654e-02
5.400000000000000179e-07,-4.817536771297454834e-01
5.409999999999999872e-07,-8.340784311294555664e-01
5.419999999999999564e-07,-9.949510097503662109e-01
5.430000000000000315e-07,-9.274451732635498047e-01
5.440000000000000008e-07,-6.470559835433959961e-01
5.449999999999999700e-07,-2.181432396173477173e-01
5.460000000000000452e-07,2.608415186405181885e-01
5.470000000000000144e-07,6.799533963203430176e-01
5.479999999999999837e-07,9.429905414581298828e-01
5.489999999999999529e-07,9.895761013031005859e-01
5.500000000000000281e-07,8.090170025825500488e-01
5.509999999999999973e-07,4.427582323551177979e-01
5.519999999999999666e-07,-2.513009496033191681e-02
5.530000000000000417e-07,-4.872501194477081299e-01
5.540000000000000109e-07,-8.375280499458312988e-01
5.549999999999999802e-07,-9.955619573593139648e-01
5.559999999999999494e-07,-9.250771999359130859e-01
5.570000000000000246e-07,-6.422526240348815918e-01
5.579999999999999938e-07,-2.120071053504943848e-01
5.589999999999999631e-07,2.669019997119903564e-01
5.600000000000000382e-07,6.845471262931823730e-01
5.610000000000000074e-07,9.450630545616149902e-01
5.619999999999999767e-07,9.886517524719238281e-01
5.630000000000000518e-07,8.053078651428222656e-01
5.640000000000000211e-07,4.371157586574554443e-01
5.649999999999999903e-07,-3.141075745224952698e-02
5.659999999999999596e-07,-4.927273392677307129e-01
5.670000000000000347e-07,-8.409445881843566895e-01
5.680000000000000039e-07,-9.961336255073547363e-01
5.689999999999999732e-07,-9.226727485656738281e-01
