1.933779755e+02,2.140251454e-03
1.935834351e+02,-1.625210233e-02
1.937889099e+02,9.132659994e-03
1.939943848e+02,-2.046080306e-02
1.941998901e+02,2.604202600e-03
1.944053955e+02,-3.592860652e-03
1.946109161e+02,1.373903267e-02
1.948164520e+02,6.746624596e-03
1.950220032e+02,1.837854646e-02
1.952275696e+02,-1.910208911e-02
1.954331360e+02,3.176685423e-02
1.956387177e+02,4.777317122e-02
1.958443298e+02,2.248782851e-02
1.960499420e+02,-1.134747453e-02
1.962555695e+02,1.735122502e-02
1.964611969e+02,3.892495856e-02
1.966668549e+02,7.409411948e-03
1.968725128e+02,3.415288776e-02
1.970782013e+02,9.861726314e-03
1.972838898e+02,4.157610983e-02
1.974895935e+02,1.877621748e-02
1.976953125e+02,2.205701545e-02
1.979010315e+02,-1.171200816e-02
1.981067810e+02,-2.565539908e-03
1.983125305e+02,1.493205037e-02
1.985182953e+02,-4.421344958e-03
1.987240906e+02,-2.101588761e-03
1.989298706e+02,-1.157945022e-02
1.991356812e+02,-8.033537306e-03
1.993415070e+02,8.478157106e-04
1.995473328e+02,-1.880383492e-02
1.997531891e+02,-1.780965365e-02
1.999590454e+02,-1.532419957e-02
2.001649170e+02,1.029253751e-02
2.003708038e+02,-1.910208911e-02
2.005766907e+02,4.989409074e-02
2.007826080e+02,2.262038551e-02
2.009885254e+02,-3.783412103e-04
2.011944733e+02,9.803732391e-04
2.014004211e+02,2.372226911e-03
2.016063843e+02,-7.370749488e-03
2.018123627e+02,-2.327764966e-02
2.020183411e+02,-3.957393579e-03
2.022243500e+02,3.862670437e-02
2.024303589e+02,3.838644479e-04
2.026363831e+02,2.563606948e-02
2.028424225e+02,3.786449879e-02
2.030484772e+02,1.612506807e-02
2.032545471e+02,1.022874489e-01
2.034606171e+02,4.957098514e-03
2.036667175e+02,1.324194204e-02
2.038728180e+02,8.436732925e-03
2.040789337e+02,2.672966756e-02
2.042850647e+02,9.795446880e-03
2.044912109e+02,1.079791342e-03
2.046973724e+02,-1.336897630e-02
2.049035339e+02,-7.735282648e-03
2.051097107e+02,2.417793684e-02
2.053159180e+02,9.797932953e-02
2.055221252e+02,8.694391698e-02
2.057283478e+02,-1.061840821e-02
2.059345703e+02,3.266990185e-03
2.061408234e+02,-1.273932867e-02
2.063470764e+02,1.069021039e-02
2.065533600e+02,-1.803334337e-03
2.067596436e+02,-1.270618942e-02
2.069659424e+02,1.715238951e-02
2.071722412e+02,6.448370405e-03
2.073785706e+02,3.170057386e-02
2.075848999e+02,-9.789924137e-03
2.077912598e+02,-2.284683846e-02
2.079976196e+02,2.202387713e-02
2.082039948e+02,-4.023672547e-03
2.084103851e+02,4.791401327e-03
2.086167908e+02,1.589309238e-02
2.088231964e+02,3.175856837e-04
2.090296173e+02,-2.526601218e-02
2.092360687e+02,6.116976496e-03
2.094425201e+02,-2.963212552e-03
2.096489868e+02,7.508830167e-03
2.098554535e+02,5.045746267e-02
2.100619507e+02,7.807084825e-03
2.102684479e+02,-1.966545731e-02
2.104749756e+02,5.586746614e-03
2.106815033e+02,1.045823470e-02
2.108880463e+02,1.390472986e-02
2.110946045e+02,3.312556818e-02
2.113011627e+02,1.278627547e-03
2.115077515e+02,-6.376568228e-03
2.117143402e+02,2.007693751e-03
2.119209442e+02,-5.481805187e-03
2.121275635e+02,8.171617985e-03
2.123341980e+02,5.436790735e-02
2.125408478e+02,1.304310560e-02
2.127475128e+02,9.629750624e-03
2.129541779e+02,2.225585282e-02
2.131608582e+02,-1.121491753e-02
2.133675537e+02,-6.575404666e-03
2.135742645e+02,-2.466121921e-03
2.137809906e+02,-2.075905725e-02
2.139877319e+02,-1.088352315e-02
2.141944733e+02,2.881744877e-02
2.144012299e+02,-2.132242732e-02
2.146080017e+02,-4.653320648e-03
2.148147888e+02,-1.807476766e-02
2.150215912e+02,-9.856202640e-03
2.152284088e+02,-1.727942377e-02
2.154352264e+02,4.095474724e-03
2.156420746e+02,4.791401327e-03
2.158489227e+02,-2.148812450e-02
2.160557861e+02,-4.653320648e-03
2.162626648e+02,6.017558277e-03
2.164695435e+02,1.168439165e-02
2.166764526e+02,1.930644736e-02
2.168833618e+02,-3.062630771e-03
2.170902863e+02,-8.828882128e-03
2.172972412e+02,4.701096565e-02
2.175041809e+02,2.706106193e-02
2.177111511e+02,6.109520048e-02
2.179181366e+02,-6.774240639e-03
2.181251221e+02,1.503146905e-02
2.183321228e+02,-7.867840119e-03
2.185391388e+02,-1.645093784e-02
2.187461700e+02,-9.624226950e-03
2.189532166e+02,-1.151317172e-02
2.191602783e+02,-4.587042145e-03
2.193673401e+02,-6.840519607e-03
2.195744171e+02,8.768126369e-03
2.197815247e+02,-2.432982437e-03
2.199886322e+02,1.423612330e-02
2.201957397e+02,9.961144067e-03
2.204028778e+02,-1.833988354e-02
2.206100159e+02,1.245488180e-03
2.208171844e+02,-2.228346840e-02
2.210243530e+02,-7.403888740e-03
2.212315369e+02,-6.542264950e-03
2.214387360e+02,2.779012918e-02
2.216459351e+02,-2.099103294e-02
2.218531647e+02,-9.458529763e-03
2.220603943e+02,5.089655984e-03
2.222676392e+02,-2.930073068e-03
2.224748993e+02,3.342382237e-02
2.226821747e+02,4.979467392e-02
2.228894653e+02,3.730941331e-03
2.230967712e+02,-1.423060056e-02
2.233040771e+02,3.899123892e-02
2.235113983e+02,-2.234146232e-03
2.237187347e+02,-5.382386968e-03
2.239260864e+02,4.034995288e-02
2.241334534e+02,-1.698116772e-02
2.243408203e+02,-1.741198078e-02
2.245482178e+02,2.119539306e-02
2.247556152e+02,3.017616272e-02
2.249630280e+02,-1.247421373e-02
2.251704559e+02,2.984477021e-02
2.253778839e+02,5.347314477e-02
2.255853424e+02,3.087208979e-02
2.257928009e+02,-1.913522743e-02
2.260002899e+02,4.658843856e-03
2.262077789e+02,-8.862021379e-03
2.264152832e+02,2.107111970e-03
2.266227875e+02,-1.419746131e-02
2.268303223e+02,2.318375558e-02
2.270378571e+02,-5.581223406e-03
2.272454224e+02,2.093027718e-02
2.274529877e+02,-1.870441623e-02
2.276605682e+02,-2.917645872e-02
2.278681488e+02,-4.222508986e-03
2.280757599e+02,1.145241596e-02
2.282833710e+02,6.050697528e-03
2.284910126e+02,-2.702239901e-02
2.286986542e+02,-1.810790785e-02
2.289063110e+02,1.228090003e-02
2.291139679e+02,6.489794469e-04
2.293216553e+02,2.003551461e-02
2.295293427e+02,5.752443336e-03
2.297370605e+02,6.053183228e-02
2.299447784e+02,2.358142845e-02
2.301525116e+02,-2.662472613e-02
2.303602448e+02,6.978600286e-03
2.305680084e+02,-1.121491753e-02
2.307757721e+02,5.122795235e-03
2.309835663e+02,9.140944458e-04
2.311913605e+02,4.866793379e-02
2.313991699e+02,5.984419025e-03
2.316069794e+02,-2.112358995e-02
2.318148193e+02,2.762443200e-02
2.320226746e+02,1.470007468e-02
2.322305298e+02,5.917311832e-02
2.324384003e+02,-1.409804262e-02
2.326462860e+02,2.659711055e-02
2.328541870e+02,-2.155440301e-02
2.330620880e+02,-6.608543918e-03
2.332700195e+02,-1.171200816e-02
2.334779510e+02,-1.074268133e-03
2.336858978e+02,3.196568787e-02
2.338938599e+02,-9.856202640e-03
2.341018372e+02,-1.538219396e-03
2.343098145e+02,-3.063459136e-02
2.345178223e+02,4.363074899e-02
2.347258301e+02,-4.023672547e-03
2.349338531e+02,-1.128119603e-02
2.351418915e+02,2.977849171e-02
2.353499298e+02,1.639018394e-02
2.355579987e+02,-2.874564752e-02
2.357660675e+02,-3.166191280e-02
2.359741669e+02,-8.066676557e-03
2.361822662e+02,2.030062862e-02
2.363903809e+02,7.783058286e-02
2.365984955e+02,-1.277246792e-02
2.368066406e+02,-1.671605371e-02
2.370147858e+02,-3.394024447e-03
2.372229462e+02,5.818722304e-03
2.374311371e+02,-2.126443287e-04
2.376393127e+02,3.892495856e-02
2.378475189e+02,3.962917253e-03
2.380557404e+02,9.099520743e-03
2.382639618e+02,2.238840982e-02
2.384721985e+02,-1.124805678e-02
2.386804504e+02,1.277799066e-02
2.388887177e+02,6.145973504e-02
2.390970001e+02,9.241191298e-02
2.393052826e+02,-7.900979370e-03
2.395135956e+02,2.736760071e-03
2.397219086e+02,3.372207657e-02
2.399302368e+02,-2.002170542e-03
2.401385803e+02,-2.599507943e-02
2.403469238e+02,4.687840864e-02
2.405552979e+02,1.178380940e-02
2.407636719e+02,-2.655844763e-02
2.409720612e+02,-7.536446210e-03
2.411804657e+02,-1.452885475e-02
2.413888855e+02,-3.791696858e-03
2.415973206e+02,7.541969419e-03
2.418057556e+02,-1.393234637e-02
2.420142059e+02,2.046632580e-02
2.422226715e+02,1.045409217e-01
2.424311523e+02,-1.645093784e-02
2.426396484e+02,4.592565354e-03
2.428481598e+02,7.409411948e-03
2.430566711e+02,-1.184456516e-02
2.432651978e+02,-1.091666240e-02
2.434737549e+02,3.399547655e-03
2.436822968e+02,-2.099103294e-02
2.438908691e+02,-2.148812450e-02
2.440994568e+02,4.228032194e-03
2.443080444e+02,-1.830674335e-02
2.445166473e+02,4.286854342e-02
2.447252655e+02,2.440991253e-02
2.449338989e+02,-7.205052767e-03
2.451425476e+02,-2.178637870e-02
2.453511963e+02,-1.727942377e-02
2.455598755e+02,2.736760071e-03
2.457685547e+02,6.755737960e-02
2.459772491e+02,-2.864622883e-02
2.461859589e+02,-7.900979370e-03
2.463946686e+02,3.183313087e-02
2.466034088e+02,-3.427163698e-03
2.468121490e+02,-3.570491448e-02
2.470209045e+02,2.471645130e-03
2.472296753e+02,1.867680065e-02
2.474384613e+02,-1.611954533e-02
2.476472626e+02,7.641387638e-03
2.478560638e+02,1.006056182e-02
2.480648804e+02,8.809550782e-04
2.482737122e+02,1.629076526e-02
2.484825592e+02,-1.406490337e-02
2.486914215e+02,6.348952185e-03
2.489002991e+02,-3.758557606e-03
2.491091766e+02,-1.008817833e-02
2.493180695e+02,1.629076526e-02
2.495269775e+02,8.204757236e-03
2.497359009e+02,-1.078410540e-02
2.499448395e+02,1.798087358e-02
2.501537781e+02,-2.513345517e-02
2.503627472e+02,1.516402606e-02
2.505717163e+02,2.331631258e-02
2.507807007e+02,-3.391538933e-02
2.509897003e+02,3.863498801e-03
2.511987000e+02,5.095455050e-02
2.514077301e+02,-1.267304923e-02
2.516167603e+02,4.545341432e-02
2.518258057e+02,-2.476892248e-02
