in s,C2 in V
-1.1984650E+00,1.25586E-03
-1.1984465E+00,2.79297E-04
-1.1984280E+00,2.72070E-03
-1.1984095E+00,1.25586E-03
-1.1983910E+00,1.25586E-03
-1.1983726E+00,2.72070E-03
-1.1983541E+00,2.23242E-03
-1.1983356E+00,2.79297E-04
-1.1983171E+00,1.74414E-03
-1.1982986E+00,2.79297E-04
-1.1982802E+00,1.25586E-03
-1.1982617E+00,1.74414E-03
-1.1982432E+00,2.72070E-03
-1.1982247E+00,2.23242E-03
-1.1982062E+00,1.25586E-03
-1.1981878E+00,1.25586E-03
-1.1981693E+00,2.79297E-04
-1.1981508E+00,1.25586E-03
-1.1981323E+00,1.74414E-03
-1.1981138E+00,2.23242E-03
-1.1980954E+00,2.72070E-03
-1.1980769E+00,-2.08984E-04
-1.1980584E+00,1.25586E-03
-1.1980399E+00,2.72070E-03
-1.1980214E+00,2.23242E-03
-1.1980030E+00,7.67578E-04
-1.1979845E+00,2.23242E-03
-1.1979660E+00,7.67578E-04
-1.1979475E+00,1.74414E-03
-1.1979290E+00,-2.08984E-04
-1.1979106E+00,2.23242E-03
-1.1978921E+00,1.25586E-03
-1.1978736E+00,1.74414E-03
-1.1978551E+00,4.18555E-03
-1.1978366E+00,1.25586E-03
-1.1978182E+00,2.72070E-03
-1.1977997E+00,2.23242E-03
-1.1977812E+00,2.23242E-03
-1.1977627E+00,1.25586E-03
-1.1977442E+00,1.74414E-03
-1.1977258E+00,1.25586E-03
-1.1977073E+00,1.25586E-03
-1.1976888E+00,1.74414E-03
-1.1976703E+00,7.67578E-04
-1.1976518E+00,-2.08984E-04
-1.1976334E+00,1.25586E-03
-1.1976149E+00,3.69727E-03
-1.1975964E+00,1.25586E-03
-1.1975779E+00,-2.08984E-04
-1.1975594E+00,1.74414E-03
-1.1975410E+00,1.74414E-03
-1.1975225E+00,1.74414E-03
-1.1975040E+00,7.67578E-04
-1.1974855E+00,2.79297E-04
-1.1974670E+00,2.23242E-03
-1.1974486E+00,2.79297E-04
-1.1974301E+00,3.20898E-03
-1.1974116E+00,2.72070E-03
-1.1973931E+00,1.74414E-03
-1.1973746E+00,1.74414E-03
-1.1973562E+00,2.23242E-03
-1.1973377E+00,2.23242E-03
-1.1973192E+00,1.74414E-03
-1.1973007E+00,1.25586E-03
-1.1972822E+00,1.74414E-03
-1.1972638E+00,1.74414E-03
-1.1972453E+00,1.25586E-03
-1.1972268E+00,1.25586E-03
-1.1972083E+00,1.74414E-03
-1.1971898E+00,1.25586E-03
-1.1971714E+00,1.25586E-03
-1.1971529E+00,2.23242E-03
-1.1971344E+00,2.23242E-03
-1.1971159E+00,7.67578E-04
-1.1970974E+00,1.25586E-03
-1.1970790E+00,7.67578E-04
-1.1970605E+00,1.74414E-03
-1.1970420E+00,1.25586E-03
-1.1970235E+00,1.74414E-03
-1.1970050E+00,1.25586E-03
-1.1969866E+00,3.20898E-03
-1.1969681E+00,3.20898E-03
-1.1969496E+00,1.25586E-03
-1.1969311E+00,1.25586E-03
-1.1969126E+00,1.74414E-03
-1.1968942E+00,1.25586E-03
-1.1968757E+00,3.20898E-03
-1.1968572E+00,1.25586E-03
-1.1968387E+00,2.72070E-03
-1.1968202E+00,1.25586E-03
-1.1968018E+00,1.25586E-03
-1.1967833E+00,7.67578E-04
-1.1967648E+00,2.23242E-03
-1.1967463E+00,7.67578E-04
-1.1967278E+00,1.25586E-03
-1.1967094E+00,1.74414E-03
-1.1966909E+00,2.23242E-03
-1.1966724E+00,1.25586E-03
-1.1966539E+00,1.74414E-03
-1.1966354E+00,2.23242E-03
-1.1966170E+00,1.74414E-03
-1.1965985E+00,1.25586E-03
-1.1965800E+00,1.25586E-03
-1.1965615E+00,2.23242E-03
-1.1965430E+00,7.67578E-04
-1.1965246E+00,7.67578E-04
-1.1965061E+00,1.74414E-03
-1.1964876E+00,1.74414E-03
-1.1964691E+00,2.23242E-03
-1.1964506E+00,1.74414E-03
-1.1964322E+00,2.23242E-03
-1.1964137E+00,1.74414E-03
-1.1963952E+00,1.74414E-03
-1.1963767E+00,1.25586E-03
-1.1963582E+00,7.67578E-04
-1.1963398E+00,2.23242E-03
-1.1963213E+00,1.74414E-03
-1.1963028E+00,1.25586E-03
-1.1962843E+00,2.72070E-03
-1.1962658E+00,1.25586E-03
-1.1962474E+00,1.25586E-03
-1.1962289E+00,2.23242E-03
-1.1962104E+00,2.72070E-03
-1.1961919E+00,2.72070E-03
-1.1961734E+00,2.72070E-03
-1.1961550E+00,1.25586E-03
-1.1961365E+00,1.74414E-03
-1.1961180E+00,1.74414E-03
-1.1960995E+00,7.67578E-04
-1.1960810E+00,7.67578E-04
-1.1960626E+00,1.74414E-03
-1.1960441E+00,2.23242E-03
-1.1960256E+00,2.72070E-03
-1.1960071E+00,1.74414E-03
-1.1959886E+00,1.74414E-03
-1.1959702E+00,1.25586E-03
-1.1959517E+00,2.79297E-04
-1.1959332E+00,7.67578E-04
-1.1959147E+00,3.20898E-03
-1.1958962E+00,2.23242E-03
-1.1958778E+00,3.20898E-03
-1.1958593E+00,1.74414E-03
-1.1958408E+00,1.74414E-03
-1.1958223E+00,2.23242E-03
-1.1958038E+00,2.23242E-03
-1.1957854E+00,7.67578E-04
-1.1957669E+00,1.74414E-03
-1.1957484E+00,2.72070E-03
-1.1957299E+00,1.25586E-03
-1.1957114E+00,3.20898E-03
-1.1956930E+00,1.74414E-03
-1.1956745E+00,7.67578E-04
-1.1956560E+00,2.23242E-03
-1.1956375E+00,1.25586E-03
-1.1956190E+00,2.23242E-03
-1.1956006E+00,2.72070E-03
-1.1955821E+00,1.74414E-03
-1.1955636E+00,2.23242E-03
-1.1955451E+00,2.23242E-03
-1.1955266E+00,7.67578E-04
-1.1955082E+00,2.72070E-03
-1.1954897E+00,1.74414E-03
-1.1954712E+00,1.25586E-03
-1.1954527E+00,2.72070E-03
-1.1954342E+00,2.23242E-03
-1.1954158E+00,7.67578E-04
-1.1953973E+00,2.72070E-03
-1.1953788E+00,1.25586E-03
-1.1953603E+00,1.25586E-03
-1.1953418E+00,1.74414E-03
-1.1953234E+00,2.72070E-03
-1.1953049E+00,2.72070E-03
-1.1952864E+00,1.25586E-03
-1.1952679E+00,2.72070E-03
-1.1952494E+00,7.67578E-04
-1.1952310E+00,1.25586E-03
-1.1952125E+00,1.25586E-03
-1.1951940E+00,1.74414E-03
-1.1951755E+00,1.25586E-03
-1.1951570E+00,1.25586E-03
-1.1951386E+00,7.67578E-04
-1.1951201E+00,1.74414E-03
-1.1951016E+00,2.23242E-03
-1.1950831E+00,2.72070E-03
-1.1950646E+00,2.23242E-03
-1.1950462E+00,1.25586E-03
-1.1950277E+00,2.72070E-03
-1.1950092E+00,2.23242E-03
-1.1949907E+00,1.74414E-03
-1.1949722E+00,2.23242E-03
-1.1949538E+00,1.25586E-03
-1.1949353E+00,3.69727E-03
-1.1949168E+00,1.74414E-03
-1.1948983E+00,1.74414E-03
-1.1948798E+00,1.74414E-03
-1.1948614E+00,1.74414E-03
-1.1948429E+00,1.74414E-03
-1.1948244E+00,3.20898E-03
-1.1948059E+00,1.25586E-03
-1.1947874E+00,2.72070E-03
-1.1947690E+00,2.72070E-03
-1.1947505E+00,1.25586E-03
-1.1947320E+00,1.25586E-03
-1.1947135E+00,1.25586E-03
-1.1946950E+00,1.25586E-03
-1.1946766E+00,2.72070E-03
-1.1946581E+00,1.74414E-03
-1.1946396E+00,1.25586E-03
-1.1946211E+00,1.74414E-03
-1.1946026E+00,2.72070E-03
-1.1945842E+00,1.25586E-03
-1.1945657E+00,-1.67383E-03
-1.1945472E+00,1.25586E-03
-1.1945287E+00,1.74414E-03
-1.1945102E+00,2.23242E-03
-1.1944918E+00,7.67578E-04
-1.1944733E+00,1.74414E-03
-1.1944548E+00,1.25586E-03
-1.1944363E+00,2.72070E-03
-1.1944178E+00,1.25586E-03
-1.1943994E+00,1.74414E-03
-1.1943809E+00,2.79297E-04
-1.1943624E+00,2.72070E-03
-1.1943439E+00,1.25586E-03
-1.1943254E+00,2.72070E-03
-1.1943070E+00,2.72070E-03
-1.1942885E+00,1.74414E-03
-1.1942700E+00,1.25586E-03
-1.1942515E+00,3.20898E-03
-1.1942330E+00,1.25586E-03
-1.1942146E+00,1.25586E-03
-1.1941961E+00,3.20898E-03
-1.1941776E+00,1.74414E-03
-1.1941591E+00,1.74414E-03
-1.1941406E+00,2.72070E-03
-1.1941222E+00,7.67578E-04
-1.1941037E+00,2.23242E-03
-1.1940852E+00,2.23242E-03
-1.1940667E+00,2.72070E-03
-1.1940482E+00,-2.08984E-04
-1.1940298E+00,2.23242E-03
-1.1940113E+00,2.72070E-03
-1.1939928E+00,2.72070E-03
-1.1939743E+00,2.23242E-03
-1.1939558E+00,1.25586E-03
-1.1939374E+00,2.79297E-04
-1.1939189E+00,1.74414E-03
-1.1939004E+00,1.25586E-03
-1.1938819E+00,1.25586E-03
-1.1938634E+00,3.69727E-03
-1.1938450E+00,2.23242E-03
-1.1938265E+00,2.23242E-03
-1.1938080E+00,1.74414E-03
-1.1937895E+00,2.72070E-03
-1.1937710E+00,7.67578E-04
-1.1937526E+00,2.79297E-04
-1.1937341E+00,2.72070E-03
-1.1937156E+00,2.72070E-03
-1.1936971E+00,2.72070E-03
-1.1936786E+00,2.23242E-03
-1.1936602E+00,2.23242E-03
-1.1936417E+00,1.74414E-03
-1.1936232E+00,1.74414E-03
-1.1936047E+00,2.79297E-04
-1.1935862E+00,1.25586E-03
-1.1935678E+00,1.25586E-03
-1.1935493E+00,1.25586E-03
-1.1935308E+00,2.72070E-03
-1.1935123E+00,1.25586E-03
-1.1934938E+00,1.25586E-03
-1.1934754E+00,1.25586E-03
-1.1934569E+00,1.25586E-03
-1.1934384E+00,1.74414E-03
-1.1934199E+00,2.72070E-03
-1.1934014E+00,2.72070E-03
-1.1933830E+00,2.79297E-04
-1.1933645E+00,2.23242E-03
-1.1933460E+00,1.25586E-03
-1.1933275E+00,1.74414E-03
-1.1933090E+00,1.25586E-03
-1.1932906E+00,2.23242E-03
-1.1932721E+00,2.23242E-03
-1.1932536E+00,2.23242E-03
-1.1932351E+00,1.25586E-03
-1.1932166E+00,2.23242E-03
-1.1931982E+00,7.67578E-04
-1.1931797E+00,2.72070E-03
-1.1931612E+00,1.74414E-03
-1.1931427E+00,2.72070E-03
-1.1931242E+00,7.67578E-04
-1.1931058E+00,2.23242E-03
-1.1930873E+00,1.25586E-03
-1.1930688E+00,1.74414E-03
-1.1930503E+00,2.23242E-03
-1.1930318E+00,3.20898E-03
-1.1930134E+00,1.74414E-03
-1.1929949E+00,1.25586E-03
-1.1929764E+00,2.23242E-03
-1.1929579E+00,2.23242E-03
-1.1929394E+00,7.67578E-04
-1.1929210E+00,7.67578E-04
-1.1929025E+00,2.72070E-03
-1.1928840E+00,1.25586E-03
-1.1928655E+00,1.25586E-03
-1.1928470E+00,1.25586E-03
-1.1928286E+00,1.25586E-03
-1.1928101E+00,1.25586E-03
-1.1927916E+00,1.25586E-03
-1.1927731E+00,2.23242E-03
-1.1927546E+00,1.25586E-03
-1.1927362E+00,2.23242E-03
-1.1927177E+00,7.67578E-04
-1.1926992E+00,2.23242E-03
-1.1926807E+00,1.25586E-03
-1.1926622E+00,7.67578E-04
-1.1926438E+00,2.79297E-04
-1.1926253E+00,2.23242E-03
-1.1926068E+00,1.25586E-03
-1.1925883E+00,1.25586E-03
-1.1925698E+00,1.25586E-03
-1.1925514E+00,1.25586E-03
-1.1925329E+00,1.25586E-03
-1.1925144E+00,2.79297E-04
-1.1924959E+00,7.67578E-04
-1.1924774E+00,7.67578E-04
-1.1924590E+00,1.74414E-03
-1.1924405E+00,1.74414E-03
-1.1924220E+00,2.79297E-04
-1.1924035E+00,1.74414E-03
-1.1923850E+00,1.25586E-03
-1.1923666E+00,1.74414E-03
-1.1923481E+00,1.74414E-03
-1.1923296E+00,1.25586E-03
-1.1923111E+00,1.74414E-03
-1.1922926E+00,1.74414E-03
-1.1922742E+00,1.25586E-03
-1.1922557E+00,2.23242E-03
-1.1922372E+00,1.25586E-03
-1.1922187E+00,2.72070E-03
-1.1922002E+00,7.67578E-04
-1.1921818E+00,3.20898E-03
-1.1921633E+00,1.74414E-03
-1.1921448E+00,2.72070E-03
-1.1921263E+00,7.67578E-04
-1.1921078E+00,2.79297E-04
-1.1920894E+00,1.25586E-03
-1.1920709E+00,2.72070E-03
-1.1920524E+00,1.74414E-03
-1.1920339E+00,2.72070E-03
-1.1920154E+00,2.72070E-03
-1.1919970E+00,1.25586E-03
-1.1919785E+00,1.25586E-03
-1.1919600E+00,1.25586E-03
-1.1919415E+00,1.25586E-03
-1.1919230E+00,1.74414E-03
-1.1919046E+00,2.23242E-03
-1.1918861E+00,2.23242E-03
-1.1918676E+00,7.67578E-04
-1.1918491E+00,2.72070E-03
-1.1918306E+00,1.25586E-03
-1.1918122E+00,1.74414E-03
-1.1917937E+00,2.72070E-03
-1.1917752E+00,1.74414E-03
-1.1917567E+00,2.72070E-03
-1.1917382E+00,1.74414E-03
-1.1917198E+00,1.25586E-03
-1.1917013E+00,1.25586E-03
-1.1916828E+00,-2.08984E-04
-1.1916643E+00,-2.08984E-04
-1.1916458E+00,1.25586E-03
-1.1916274E+00,1.74414E-03
-1.1916089E+00,2.23242E-03
-1.1915904E+00,1.74414E-03
-1.1915719E+00,1.25586E-03
-1.1915534E+00,3.20898E-03
-1.1915350E+00,2.79297E-04
-1.1915165E+00,2.72070E-03
-1.1914980E+00,2.72070E-03
-1.1914795E+00,1.25586E-03
-1.1914610E+00,1.25586E-03
-1.1914426E+00,1.74414E-03
-1.1914241E+00,2.72070E-03
-1.1914056E+00,3.69727E-03
-1.1913871E+00,1.74414E-03
-1.1913686E+00,1.25586E-03
-1.1913502E+00,-2.08984E-04
-1.1913317E+00,3.20898E-03
-1.1913132E+00,1.25586E-03
-1.1912947E+00,3.20898E-03
-1.1912762E+00,1.74414E-03
-1.1912578E+00,1.25586E-03
-1.1912393E+00,2.23242E-03
-1.1912208E+00,3.20898E-03
-1.1912023E+00,2.79297E-04
-1.1911838E+00,1.74414E-03
-1.1911654E+00,2.72070E-03
-1.1911469E+00,3.69727E-03
-1.1911284E+00,1.25586E-03
-1.1911099E+00,1.25586E-03
-1.1910914E+00,-2.08984E-04
-1.1910730E+00,3.20898E-03
-1.1910545E+00,1.25586E-03
-1.1910360E+00,3.20898E-03
-1.1910175E+00,2.72070E-03
-1.1909990E+00,7.67578E-04
-1.1909806E+00,1.25586E-03
-1.1909621E+00,2.23242E-03
-1.1909436E+00,1.25586E-03
-1.1909251E+00,2.72070E-03
-1.1909066E+00,1.74414E-03
-1.1908882E+00,-2.08984E-04
-1.1908697E+00,3.69727E-03
-1.1908512E+00,2.72070E-03
-1.1908327E+00,1.25586E-03
-1.1908142E+00,2.23242E-03
-1.1907958E+00,-2.08984E-04
-1.1907773E+00,1.25586E-03
-1.1907588E+00,7.67578E-04
-1.1907403E+00,2.72070E-03
-1.1907218E+00,1.25586E-03
-1.1907034E+00,3.20898E-03
-1.1906849E+00,2.72070E-03
-1.1906664E+00,2.72070E-03
-1.1906479E+00,2.72070E-03
-1.1906294E+00,1.25586E-03
-1.1906110E+00,2.79297E-04
-1.1905925E+00,1.25586E-03
-1.1905740E+00,1.25586E-03
-1.1905555E+00,2.23242E-03
-1.1905370E+00,2.72070E-03
-1.1905186E+00,7.67578E-04
-1.1905001E+00,7.67578E-04
-1.1904816E+00,2.23242E-03
-1.1904631E+00,-2.08984E-04
-1.1904446E+00,2.23242E-03
-1.1904262E+00,7.67578E-04
-1.1904077E+00,2.72070E-03
-1.1903892E+00,7.67578E-04
-1.1903707E+00,2.72070E-03
-1.1903522E+00,1.74414E-03
-1.1903338E+00,2.23242E-03
-1.1903153E+00,1.25586E-03
-1.1902968E+00,7.67578E-04
-1.1902783E+00,1.74414E-03
-1.1902598E+00,1.74414E-03
-1.1902414E+00,1.74414E-03
-1.1902229E+00,2.23242E-03
-1.1902044E+00,2.72070E-03
-1.1901859E+00,2.23242E-03
-1.1901674E+00,1.25586E-03
-1.1901490E+00,7.67578E-04
-1.1901305E+00,2.72070E-03
-1.1901120E+00,1.25586E-03
-1.1900935E+00,7.67578E-04
-1.1900750E+00,7.67578E-04
-1.1900566E+00,7.67578E-04
-1.1900381E+00,2.79297E-04
-1.1900196E+00,1.74414E-03
-1.1900011E+00,2.23242E-03
-1.1899826E+00,1.74414E-03
-1.1899642E+00,1.25586E-03
-1.1899457E+00,2.72070E-03
-1.1899272E+00,2.72070E-03
-1.1899087E+00,1.25586E-03
-1.1898902E+00,2.23242E-03
-1.1898718E+00,1.25586E-03
-1.1898533E+00,1.74414E-03
-1.1898348E+00,1.25586E-03
-1.1898163E+00,2.72070E-03
-1.1897978E+00,1.25586E-03
-1.1897794E+00,1.25586E-03
-1.1897609E+00,1.74414E-03
-1.1897424E+00,2.23242E-03
-1.1897239E+00,2.23242E-03
-1.1897054E+00,7.67578E-04
-1.1896870E+00,1.25586E-03
-1.1896685E+00,1.74414E-03
-1.1896500E+00,1.25586E-03
-1.1896315E+00,2.72070E-03
-1.1896130E+00,1.74414E-03
-1.1895946E+00,1.74414E-03
-1.1895761E+00,7.67578E-04
-1.1895576E+00,3.20898E-03
-1.1895391E+00,1.25586E-03
-1.1895206E+00,2.72070E-03
-1.1895022E+00,1.25586E-03
-1.1894837E+00,2.72070E-03
-1.1894652E+00,2.23242E-03
-1.1894467E+00,2.23242E-03
-1.1894282E+00,7.67578E-04
-1.1894098E+00,1.74414E-03
-1.1893913E+00,2.79297E-04
-1.1893728E+00,1.74414E-03
-1.1893543E+00,2.72070E-03
-1.1893358E+00,1.74414E-03
-1.1893174E+00,1.74414E-03
-1.1892989E+00,1.74414E-03
-1.1892804E+00,7.67578E-04
-1.1892619E+00,2.72070E-03
-1.1892434E+00,1.74414E-03
-1.1892250E+00,2.72070E-03
-1.1892065E+00,1.74414E-03
-1.1891880E+00,1.74414E-03
-1.1891695E+00,7.67578E-04
-1.1891510E+00,1.74414E-03
-1.1891326E+00,2.72070E-03
-1.1891141E+00,1.74414E-03
-1.1890956E+00,1.25586E-03
-1.1890771E+00,2.23242E-03
-1.1890586E+00,1.74414E-03
-1.1890402E+00,1.74414E-03
-1.1890217E+00,2.79297E-04
-1.1890032E+00,2.72070E-03
-1.1889847E+00,1.25586E-03
-1.1889662E+00,2.72070E-03
-1.1889478E+00,1.74414E-03
-1.1889293E+00,1.74414E-03
-1.1889108E+00,2.23242E-03
-1.1888923E+00,2.23242E-03
-1.1888738E+00,2.72070E-03
-1.1888554E+00,1.74414E-03
-1.1888369E+00,1.25586E-03
-1.1888184E+00,2.72070E-03
-1.1887999E+00,1.25586E-03
-1.1887814E+00,1.25586E-03
-1.1887630E+00,1.25586E-03
-1.1887445E+00,2.79297E-04
-1.1887260E+00,1.25586E-03
-1.1887075E+00,2.72070E-03
-1.1886890E+00,2.72070E-03
-1.1886706E+00,2.72070E-03
-1.1886521E+00,1.25586E-03
-1.1886336E+00,1.25586E-03
-1.1886151E+00,1.74414E-03
-1.1885966E+00,2.23242E-03
-1.1885782E+00,1.74414E-03
-1.1885597E+00,2.23242E-03
-1.1885412E+00,1.25586E-03
-1.1885227E+00,2.23242E-03
-1.1885042E+00,2.72070E-03
-1.1884858E+00,2.72070E-03
-1.1884673E+00,2.72070E-03
-1.1884488E+00,1.74414E-03
-1.1884303E+00,-2.08984E-04
-1.1884118E+00,1.25586E-03
-1.1883934E+00,1.74414E-03
-1.1883749E+00,2.23242E-03
-1.1883564E+00,2.23242E-03
-1.1883379E+00,1.25586E-03
-1.1883194E+00,2.72070E-03
-1.1883010E+00,3.69727E-03
-1.1882825E+00,2.72070E-03
-1.1882640E+00,2.72070E-03
-1.1882455E+00,2.72070E-03
-1.1882270E+00,1.74414E-03
-1.1882086E+00,1.25586E-03
-1.1881901E+00,1.25586E-03
-1.1881716E+00,2.72070E-03
-1.1881531E+00,2.72070E-03
-1.1881346E+00,2.72070E-03
-1.1881162E+00,2.23242E-03
-1.1880977E+00,1.25586E-03
-1.1880792E+00,1.25586E-03
-1.1880607E+00,1.74414E-03
-1.1880422E+00,2.23242E-03
-1.1880238E+00,7.67578E-04
-1.1880053E+00,2.72070E-03
-1.1879868E+00,1.74414E-03
-1.1879683E+00,2.79297E-04
-1.1879498E+00,2.23242E-03
-1.1879314E+00,2.23242E-03
-1.1879129E+00,2.23242E-03
-1.1878944E+00,2.72070E-03
-1.1878759E+00,1.25586E-03
-1.1878574E+00,1.25586E-03
-1.1878390E+00,2.79297E-04
-1.1878205E+00,2.23242E-03
-1.1878020E+00,2.79297E-04
-1.1877835E+00,1.74414E-03
-1.1877650E+00,1.25586E-03
-1.1877466E+00,1.25586E-03
-1.1877281E+00,1.25586E-03
-1.1877096E+00,2.23242E-03
-1.1876911E+00,2.72070E-03
-1.1876726E+00,2.72070E-03
-1.1876542E+00,1.25586E-03
-1.1876357E+00,1.25586E-03
-1.1876172E+00,2.23242E-03
-1.1875987E+00,2.23242E-03
-1.1875802E+00,2.72070E-03
-1.1875618E+00,1.74414E-03
-1.1875433E+00,1.25586E-03
-1.1875248E+00,7.67578E-04
-1.1875063E+00,2.79297E-04
-1.1874878E+00,2.72070E-03
-1.1874694E+00,2.72070E-03
-1.1874509E+00,2.23242E-03
-1.1874324E+00,1.74414E-03
-1.1874139E+00,1.74414E-03
-1.1873954E+00,-2.08984E-04
-1.1873770E+00,2.72070E-03
-1.1873585E+00,1.74414E-03
-1.1873400E+00,1.25586E-03
-1.1873215E+00,2.72070E-03
-1.1873030E+00,2.23242E-03
-1.1872846E+00,2.72070E-03
-1.1872661E+00,1.74414E-03
-1.1872476E+00,2.23242E-03
-1.1872291E+00,2.23242E-03
-1.1872106E+00,7.67578E-04
-1.1871922E+00,1.25586E-03
-1.1871737E+00,1.25586E-03
-1.1871552E+00,1.25586E-03
-1.1871367E+00,1.25586E-03
-1.1871182E+00,3.69727E-03
-1.1870998E+00,1.25586E-03
-1.1870813E+00,1.25586E-03
-1.1870628E+00,7.67578E-04
-1.1870443E+00,1.74414E-03
-1.1870258E+00,2.79297E-04
-1.1870074E+00,1.25586E-03
-1.1869889E+00,1.25586E-03
-1.1869704E+00,1.74414E-03
-1.1869519E+00,1.25586E-03
-1.1869334E+00,2.72070E-03
-1.1869150E+00,2.79297E-04
-1.1868965E+00,1.25586E-03
-1.1868780E+00,1.25586E-03
-1.1868595E+00,1.25586E-03
-1.1868410E+00,2.79297E-04
-1.1868226E+00,7.67578E-04
-1.1868041E+00,2.72070E-03
-1.1867856E+00,2.72070E-03
-1.1867671E+00,1.25586E-03
-1.1867486E+00,2.72070E-03
-1.1867302E+00,7.67578E-04
-1.1867117E+00,1.74414E-03
-1.1866932E+00,7.67578E-04
-1.1866747E+00,2.72070E-03
-1.1866562E+00,2.79297E-04
-1.1866378E+00,2.23242E-03
-1.1866193E+00,1.25586E-03
-1.1866008E+00,1.25586E-03
-1.1865823E+00,2.72070E-03
-1.1865638E+00,2.23242E-03
-1.1865454E+00,1.74414E-03
-1.1865269E+00,2.72070E-03
-1.1865084E+00,1.74414E-03
-1.1864899E+00,2.72070E-03
-1.1864714E+00,-2.08984E-04
-1.1864530E+00,1.25586E-03
-1.1864345E+00,1.25586E-03
-1.1864160E+00,2.23242E-03
-1.1863975E+00,1.25586E-03
-1.1863790E+00,1.25586E-03
-1.1863606E+00,1.25586E-03
-1.1863421E+00,3.20898E-03
-1.1863236E+00,3.20898E-03
-1.1863051E+00,2.23242E-03
-1.1862866E+00,7.67578E-04
-1.1862682E+00,2.72070E-03
-1.1862497E+00,1.74414E-03
-1.1862312E+00,1.25586E-03
-1.1862127E+00,7.67578E-04
-1.1861942E+00,2.23242E-03
-1.1861758E+00,2.79297E-04
-1.1861573E+00,1.74414E-03
-1.1861388E+00,1.25586E-03
-1.1861203E+00,2.23242E-03
-1.1861018E+00,1.25586E-03
-1.1860834E+00,2.72070E-03
-1.1860649E+00,1.25586E-03
-1.1860464E+00,1.25586E-03
-1.1860279E+00,3.20898E-03
-1.1860094E+00,1.74414E-03
-1.1859910E+00,2.72070E-03
-1.1859725E+00,1.74414E-03
-1.1859540E+00,2.79297E-04
-1.1859355E+00,1.25586E-03
-1.1859170E+00,2.72070E-03
-1.1858986E+00,2.72070E-03
-1.1858801E+00,7.67578E-04
-1.1858616E+00,1.74414E-03
-1.1858431E+00,1.74414E-03
-1.1858246E+00,3.69727E-03
-1.1858062E+00,1.25586E-03
-1.1857877E+00,1.25586E-03
-1.1857692E+00,2.23242E-03
-1.1857507E+00,2.79297E-04
-1.1857322E+00,-2.08984E-04
-1.1857138E+00,2.23242E-03
-1.1856953E+00,2.23242E-03
-1.1856768E+00,2.72070E-03
-1.1856583E+00,-2.08984E-04
-1.1856398E+00,1.74414E-03
