in s,C1 in V,C3 in V
-2.4372E-06,1.32680E-02,2.56336E+00
-2.4368E-06,1.46352E-02,2.60242E+00
-2.4364E-06,1.38539E-02,2.60242E+00
-2.4360E-06,1.34633E-02,2.56336E+00
-2.4356E-06,1.36586E-02,2.58289E+00
-2.4352E-06,1.36586E-02,2.58289E+00
-2.4348E-06,1.42445E-02,2.44617E+00
-2.4344E-06,1.38539E-02,2.52430E+00
-2.4340E-06,1.42445E-02,2.52430E+00
-2.4336E-06,1.44398E-02,2.54383E+00
-2.4332E-06,1.40492E-02,2.60242E+00
-2.4328E-06,1.48305E-02,2.54383E+00
-2.4324E-06,1.44398E-02,2.54383E+00
-2.4320E-06,1.32680E-02,2.54383E+00
-2.4316E-06,1.44398E-02,2.56336E+00
-2.4312E-06,1.40492E-02,2.48523E+00
-2.4308E-06,1.38539E-02,2.52430E+00
-2.4304E-06,1.42445E-02,2.52430E+00
-2.4300E-06,1.42445E-02,2.48523E+00
-2.4296E-06,1.42445E-02,2.52430E+00
-2.4292E-06,1.38539E-02,2.48523E+00
-2.4288E-06,1.38539E-02,2.54383E+00
-2.4284E-06,1.38539E-02,2.48523E+00
-2.4280E-06,1.40492E-02,2.50477E+00
-2.4276E-06,1.38539E-02,2.48523E+00
-2.4272E-06,1.46352E-02,2.52430E+00
-2.4268E-06,1.40492E-02,2.52430E+00
-2.4264E-06,1.42445E-02,2.50477E+00
-2.4260E-06,1.44398E-02,2.50477E+00
-2.4256E-06,1.48305E-02,2.52430E+00
-2.4252E-06,1.40492E-02,2.52430E+00
-2.4248E-06,1.46352E-02,2.50477E+00
-2.4244E-06,1.42445E-02,2.60242E+00
-2.4240E-06,1.46352E-02,2.58289E+00
-2.4236E-06,1.40492E-02,2.56336E+00
-2.4232E-06,1.44398E-02,2.56336E+00
-2.4228E-06,1.44398E-02,2.50477E+00
-2.4224E-06,1.48305E-02,2.54383E+00
-2.4220E-06,1.42445E-02,2.52430E+00
-2.4216E-06,1.52211E-02,2.48523E+00
-2.4212E-06,1.46352E-02,2.54383E+00
-2.4208E-06,1.46352E-02,2.54383E+00
-2.4204E-06,1.44398E-02,2.56336E+00
-2.4200E-06,1.46352E-02,2.56336E+00
-2.4196E-06,1.52211E-02,2.50477E+00
-2.4192E-06,1.46352E-02,2.56336E+00
-2.4188E-06,1.46352E-02,2.52430E+00
-2.4184E-06,1.46352E-02,2.54383E+00
-2.4180E-06,1.44398E-02,2.54383E+00
-2.4176E-06,1.48305E-02,2.56336E+00
-2.4172E-06,1.44398E-02,2.50477E+00
-2.4168E-06,1.42445E-02,2.56336E+00
-2.4164E-06,1.44398E-02,2.50477E+00
-2.4160E-06,1.48305E-02,2.54383E+00
-2.4156E-06,1.38539E-02,2.52430E+00
-2.4152E-06,1.48305E-02,2.48523E+00
-2.4148E-06,1.40492E-02,2.44617E+00
-2.4144E-06,1.50258E-02,2.50477E+00
-2.4140E-06,1.40492E-02,2.58289E+00
-2.4136E-06,1.46352E-02,2.52430E+00
-2.4132E-06,1.44398E-02,2.50477E+00
-2.4128E-06,1.44398E-02,2.56336E+00
-2.4124E-06,1.44398E-02,2.54383E+00
-2.4120E-06,1.44398E-02,2.62195E+00
-2.4116E-06,1.42445E-02,2.48523E+00
-2.4112E-06,1.50258E-02,2.60242E+00
-2.4108E-06,1.48305E-02,2.52430E+00
-2.4104E-06,1.48305E-02,2.56336E+00
-2.4100E-06,1.48305E-02,2.46570E+00
-2.4096E-06,1.46352E-02,2.54383E+00
-2.4092E-06,1.36586E-02,2.52430E+00
-2.4088E-06,1.48305E-02,2.56336E+00
-2.4084E-06,1.50258E-02,2.54383E+00
-2.4080E-06,1.42445E-02,2.58289E+00
-2.4076E-06,1.46352E-02,2.54383E+00
-2.4072E-06,1.52211E-02,2.50477E+00
-2.4068E-06,1.50258E-02,2.50477E+00
-2.4064E-06,1.46352E-02,2.54383E+00
-2.4060E-06,1.40492E-02,2.50477E+00
-2.4056E-06,1.48305E-02,2.56336E+00
-2.4052E-06,1.44398E-02,2.54383E+00
-2.4048E-06,1.46352E-02,2.50477E+00
-2.4044E-06,1.50258E-02,2.50477E+00
-2.4040E-06,1.50258E-02,2.50477E+00
-2.4036E-06,1.46352E-02,2.60242E+00
-2.4032E-06,1.52211E-02,2.60242E+00
-2.4028E-06,1.46352E-02,2.52430E+00
-2.4024E-06,1.56117E-02,2.56336E+00
-2.4020E-06,1.48305E-02,2.56336E+00
-2.4016E-06,1.50258E-02,2.54383E+00
-2.4012E-06,1.46352E-02,2.58289E+00
-2.4008E-06,1.50258E-02,2.48523E+00
-2.4004E-06,1.50258E-02,2.56336E+00
-2.4000E-06,1.46352E-02,2.54383E+00
-2.3996E-06,1.52211E-02,2.54383E+00
-2.3992E-06,1.46352E-02,2.54383E+00
-2.3988E-06,1.52211E-02,2.44617E+00
-2.3984E-06,1.56117E-02,2.62195E+00
-2.3980E-06,1.50258E-02,2.52430E+00
-2.3976E-06,1.46352E-02,2.50477E+00
-2.3972E-06,1.50258E-02,2.54383E+00
-2.3968E-06,1.52211E-02,2.48523E+00
-2.3964E-06,1.48305E-02,2.56336E+00
-2.3960E-06,1.50258E-02,2.56336E+00
-2.3956E-06,1.52211E-02,2.58289E+00
-2.3952E-06,1.56117E-02,2.58289E+00
-2.3948E-06,1.50258E-02,2.66102E+00
-2.3944E-06,1.50258E-02,2.60242E+00
-2.3940E-06,1.52211E-02,2.56336E+00
-2.3936E-06,1.52211E-02,2.60242E+00
-2.3932E-06,1.50258E-02,2.58289E+00
-2.3928E-06,1.48305E-02,2.62195E+00
-2.3924E-06,1.52211E-02,2.54383E+00
-2.3920E-06,1.54164E-02,2.56336E+00
-2.3916E-06,1.46352E-02,2.48523E+00
-2.3912E-06,1.50258E-02,2.52430E+00
-2.3908E-06,1.44398E-02,2.50477E+00
-2.3904E-06,1.46352E-02,2.62195E+00
-2.3900E-06,1.40492E-02,2.54383E+00
-2.3896E-06,1.52211E-02,2.50477E+00
-2.3892E-06,1.48305E-02,2.52430E+00
-2.3888E-06,1.52211E-02,2.52430E+00
-2.3884E-06,1.48305E-02,2.56336E+00
-2.3880E-06,1.50258E-02,2.48523E+00
-2.3876E-06,1.52211E-02,2.46570E+00
-2.3872E-06,1.50258E-02,2.48523E+00
-2.3868E-06,1.52211E-02,2.46570E+00
-2.3864E-06,1.56117E-02,2.54383E+00
-2.3860E-06,1.50258E-02,2.48523E+00
-2.3856E-06,1.60023E-02,2.56336E+00
-2.3852E-06,1.44398E-02,2.54383E+00
-2.3848E-06,1.50258E-02,2.50477E+00
-2.3844E-06,1.52211E-02,2.46570E+00
-2.3840E-06,1.48305E-02,2.48523E+00
-2.3836E-06,1.50258E-02,2.50477E+00
-2.3832E-06,1.50258E-02,2.50477E+00
-2.3828E-06,1.50258E-02,2.44617E+00
-2.3824E-06,1.48305E-02,2.48523E+00
-2.3820E-06,1.46352E-02,2.48523E+00
-2.3816E-06,1.56117E-02,2.52430E+00
-2.3812E-06,1.52211E-02,2.48523E+00
-2.3808E-06,1.54164E-02,2.56336E+00
-2.3804E-06,1.40492E-02,2.54383E+00
-2.3800E-06,1.52211E-02,2.52430E+00
-2.3796E-06,1.46352E-02,2.52430E+00
-2.3792E-06,1.46352E-02,2.56336E+00
-2.3788E-06,1.52211E-02,2.56336E+00
-2.3784E-06,1.50258E-02,2.58289E+00
-2.3780E-06,1.52211E-02,2.56336E+00
-2.3776E-06,1.48305E-02,2.60242E+00
-2.3772E-06,1.48305E-02,2.56336E+00
-2.3768E-06,1.54164E-02,2.56336E+00
-2.3764E-06,1.46352E-02,2.52430E+00
-2.3760E-06,1.52211E-02,2.58289E+00
-2.3756E-06,1.48305E-02,2.54383E+00
-2.3752E-06,1.52211E-02,2.56336E+00
-2.3748E-06,1.46352E-02,2.46570E+00
-2.3744E-06,1.46352E-02,2.54383E+00
-2.3740E-06,1.52211E-02,2.58289E+00
-2.3736E-06,1.52211E-02,2.62195E+00
-2.3732E-06,1.50258E-02,2.48523E+00
-2.3728E-06,1.52211E-02,2.58289E+00
-2.3724E-06,1.46352E-02,2.60242E+00
-2.3720E-06,1.58070E-02,2.56336E+00
-2.3716E-06,1.46352E-02,2.58289E+00
-2.3712E-06,1.50258E-02,2.56336E+00
-2.3708E-06,1.40492E-02,2.64148E+00
-2.3704E-06,1.50258E-02,2.54383E+00
-2.3700E-06,1.44398E-02,2.56336E+00
-2.3696E-06,1.42445E-02,2.58289E+00
-2.3692E-06,1.42445E-02,2.60242E+00
-2.3688E-06,1.38539E-02,2.56336E+00
-2.3684E-06,1.40492E-02,2.54383E+00
-2.3680E-06,1.36586E-02,2.54383E+00
-2.3676E-06,1.36586E-02,2.52430E+00
-2.3672E-06,1.42445E-02,2.54383E+00
-2.3668E-06,1.40492E-02,2.56336E+00
-2.3664E-06,1.40492E-02,2.52430E+00
-2.3660E-06,1.38539E-02,2.50477E+00
-2.3656E-06,1.36586E-02,2.54383E+00
-2.3652E-06,1.34633E-02,2.50477E+00
-2.3648E-06,1.34633E-02,2.58289E+00
-2.3644E-06,1.38539E-02,2.60242E+00
-2.3640E-06,1.32680E-02,2.48523E+00
-2.3636E-06,1.48305E-02,2.48523E+00
-2.3632E-06,1.34633E-02,2.50477E+00
-2.3628E-06,1.44398E-02,2.42664E+00
-2.3624E-06,1.42445E-02,2.44617E+00
-2.3620E-06,1.42445E-02,2.48523E+00
-2.3616E-06,1.44398E-02,2.48523E+00
-2.3612E-06,1.38539E-02,2.52430E+00
-2.3608E-06,1.40492E-02,2.62195E+00
-2.3604E-06,1.38539E-02,2.54383E+00
-2.3600E-06,1.38539E-02,2.56336E+00
-2.3596E-06,1.38539E-02,2.54383E+00
-2.3592E-06,1.36586E-02,2.48523E+00
-2.3588E-06,1.36586E-02,2.48523E+00
-2.3584E-06,1.40492E-02,2.60242E+00
-2.3580E-06,1.30727E-02,2.52430E+00
-2.3576E-06,1.40492E-02,2.58289E+00
-2.3572E-06,1.42445E-02,2.56336E+00
-2.3568E-06,1.36586E-02,2.58289E+00
-2.3564E-06,1.40492E-02,2.54383E+00
-2.3560E-06,1.44398E-02,2.54383E+00
-2.3556E-06,1.34633E-02,2.54383E+00
-2.3552E-06,1.44398E-02,2.50477E+00
-2.3548E-06,1.36586E-02,2.56336E+00
-2.3544E-06,1.40492E-02,2.52430E+00
-2.3540E-06,1.38539E-02,2.46570E+00
-2.3536E-06,1.40492E-02,2.56336E+00
-2.3532E-06,1.38539E-02,2.48523E+00
-2.3528E-06,1.46352E-02,2.54383E+00
-2.3524E-06,1.38539E-02,2.54383E+00
-2.3520E-06,1.38539E-02,2.56336E+00
-2.3516E-06,1.46352E-02,2.48523E+00
-2.3512E-06,1.42445E-02,2.52430E+00
-2.3508E-06,1.46352E-02,2.48523E+00
-2.3504E-06,1.40492E-02,2.52430E+00
-2.3500E-06,1.40492E-02,2.56336E+00
-2.3496E-06,1.44398E-02,2.56336E+00
-2.3492E-06,1.40492E-02,2.56336E+00
-2.3488E-06,1.40492E-02,2.56336E+00
-2.3484E-06,1.46352E-02,2.54383E+00
-2.3480E-06,1.40492E-02,2.52430E+00
-2.3476E-06,1.40492E-02,2.48523E+00
-2.3472E-06,1.46352E-02,2.62195E+00
-2.3468E-06,1.40492E-02,2.60242E+00
-2.3464E-06,1.40492E-02,2.56336E+00
-2.3460E-06,1.42445E-02,2.60242E+00
-2.3456E-06,1.38539E-02,2.60242E+00
-2.3452E-06,1.40492E-02,2.56336E+00
-2.3448E-06,1.44398E-02,2.48523E+00
-2.3444E-06,1.38539E-02,2.48523E+00
-2.3440E-06,1.38539E-02,2.66102E+00
-2.3436E-06,1.36586E-02,2.52430E+00
-2.3432E-06,1.44398E-02,2.54383E+00
-2.3428E-06,1.38539E-02,2.54383E+00
-2.3424E-06,1.42445E-02,2.56336E+00
-2.3420E-06,1.34633E-02,2.58289E+00
-2.3416E-06,1.40492E-02,2.50477E+00
-2.3412E-06,1.38539E-02,2.54383E+00
-2.3408E-06,1.40492E-02,2.52430E+00
-2.3404E-06,1.38539E-02,2.48523E+00
-2.3400E-06,1.40492E-02,2.54383E+00
-2.3396E-06,1.38539E-02,2.56336E+00
-2.3392E-06,1.42445E-02,2.58289E+00
-2.3388E-06,1.32680E-02,2.56336E+00
-2.3384E-06,1.42445E-02,2.54383E+00
-2.3380E-06,1.40492E-02,2.42664E+00
-2.3376E-06,1.48305E-02,2.32898E+00
-2.3372E-06,1.38539E-02,2.15320E+00
-2.3368E-06,1.38539E-02,1.76258E+00
-2.3364E-06,1.40492E-02,1.43055E+00
-2.3360E-06,1.36586E-02,9.22734E-01
-2.3356E-06,1.38539E-02,3.36797E-01
-2.3352E-06,1.36586E-02,-3.27266E-01
-2.3348E-06,1.42445E-02,-1.01086E+00
-2.3344E-06,1.38539E-02,-1.63586E+00
-2.3340E-06,1.40492E-02,-2.29992E+00
-2.3336E-06,1.38539E-02,-2.72961E+00
-2.3332E-06,1.42445E-02,-3.12023E+00
-2.3328E-06,1.40492E-02,-3.25695E+00
-2.3324E-06,1.38539E-02,-3.49133E+00
-2.3320E-06,1.40492E-02,-3.70617E+00
-2.3316E-06,1.44398E-02,-3.82336E+00
-2.3312E-06,1.44398E-02,-3.94055E+00
-2.3308E-06,1.34633E-02,-4.01867E+00
-2.3304E-06,1.48305E-02,-4.03820E+00
-2.3300E-06,1.38539E-02,-4.17492E+00
-2.3296E-06,1.44398E-02,-4.09680E+00
-2.3292E-06,1.36586E-02,-4.13586E+00
-2.3288E-06,1.46352E-02,-4.11633E+00
-2.3284E-06,1.40492E-02,-4.17492E+00
-2.3280E-06,1.42445E-02,-4.11633E+00
-2.3276E-06,1.38539E-02,-4.19445E+00
-2.3272E-06,1.30727E-02,-4.19445E+00
-2.3268E-06,1.24867E-02,-4.17492E+00
-2.3264E-06,1.09242E-02,-4.13586E+00
-2.3260E-06,9.94766E-03,-4.13586E+00
-2.3256E-06,8.97109E-03,-4.09680E+00
-2.3252E-06,6.82266E-03,-4.07727E+00
-2.3248E-06,4.47891E-03,-4.07727E+00
-2.3244E-06,2.72109E-03,-4.01867E+00
-2.3240E-06,7.67969E-04,-4.05773E+00
-2.3236E-06,-7.94531E-04,-4.07727E+00
-2.3232E-06,-1.57578E-03,-4.07727E+00
-2.3228E-06,-3.52891E-03,-4.05773E+00
-2.3224E-06,-3.72422E-03,-4.05773E+00
-2.3220E-06,-4.89609E-03,-4.05773E+00
-2.3216E-06,-6.06797E-03,-4.03820E+00
-2.3212E-06,-6.65391E-03,-4.07727E+00
-2.3208E-06,-7.43516E-03,-4.07727E+00
-2.3204E-06,-8.02109E-03,-4.17492E+00
-2.3200E-06,-7.43516E-03,-4.11633E+00
-2.3196E-06,-8.99766E-03,-4.13586E+00
-2.3192E-06,-8.41172E-03,-4.15539E+00
-2.3188E-06,-9.19297E-03,-4.11633E+00
-2.3184E-06,-8.60703E-03,-4.17492E+00
-2.3180E-06,-9.77891E-03,-4.13586E+00
-2.3176E-06,-8.60703E-03,-4.19445E+00
-2.3172E-06,-8.80234E-03,-4.15539E+00
-2.3168E-06,-8.41172E-03,-4.17492E+00
-2.3164E-06,-7.23984E-03,-4.19445E+00
-2.3160E-06,-7.43516E-03,-4.11633E+00
-2.3156E-06,-6.65391E-03,-4.23352E+00
-2.3152E-06,-6.06797E-03,-4.15539E+00
-2.3148E-06,-6.06797E-03,-4.21398E+00
-2.3144E-06,-6.06797E-03,-4.15539E+00
-2.3140E-06,-6.06797E-03,-4.15539E+00
-2.3136E-06,-5.48203E-03,-4.05773E+00
-2.3132E-06,-5.87266E-03,-4.01867E+00
-2.3128E-06,-3.91953E-03,-3.97961E+00
-2.3124E-06,-4.31016E-03,-3.96008E+00
-2.3120E-06,-3.52891E-03,-3.82336E+00
-2.3116E-06,-3.91953E-03,-3.66711E+00
-2.3112E-06,-2.74766E-03,-3.45227E+00
-2.3108E-06,-2.74766E-03,-3.19836E+00
-2.3104E-06,-1.57578E-03,-2.96398E+00
-2.3100E-06,-1.57578E-03,-2.86633E+00
-2.3096E-06,-1.96641E-03,-2.69055E+00
-2.3092E-06,-1.18516E-03,-2.65148E+00
-2.3088E-06,-7.94531E-04,-2.53430E+00
-2.3084E-06,-1.18516E-03,-2.47570E+00
-2.3080E-06,-1.77109E-03,-2.33898E+00
-2.3076E-06,-2.35703E-03,-2.31945E+00
-2.3072E-06,-1.38047E-03,-2.24133E+00
-2.3068E-06,-1.57578E-03,-2.18273E+00
-2.3064E-06,-2.16172E-03,-2.16320E+00
-2.3060E-06,-1.96641E-03,-2.18273E+00
-2.3056E-06,-2.55234E-03,-2.20227E+00
-2.3052E-06,-1.96641E-03,-2.08508E+00
-2.3048E-06,-1.38047E-03,-2.06555E+00
-2.3044E-06,-1.18516E-03,-2.08508E+00
-2.3040E-06,-1.38047E-03,-2.04602E+00
-2.3036E-06,-1.57578E-03,-2.10461E+00
-2.3032E-06,-1.18516E-03,-2.10461E+00
-2.3028E-06,-1.18516E-03,-2.02648E+00
-2.3024E-06,-9.89844E-04,-1.96789E+00
-2.3020E-06,-1.18516E-03,-2.02648E+00
-2.3016E-06,-9.89844E-04,-2.08508E+00
-2.3012E-06,-9.89844E-04,-2.14367E+00
-2.3008E-06,-7.94531E-04,-1.96789E+00
-2.3004E-06,-7.94531E-04,-2.00695E+00
-2.3000E-06,-5.99219E-04,-2.00695E+00
-2.2996E-06,-9.89844E-04,-2.02648E+00
-2.2992E-06,-1.32813E-05,-1.96789E+00
-2.2988E-06,-5.99219E-04,-2.00695E+00
-2.2984E-06,-1.32813E-05,-2.00695E+00
-2.2980E-06,3.77344E-04,-2.12414E+00
-2.2976E-06,1.54922E-03,-1.94836E+00
-2.2972E-06,9.63281E-04,-1.88977E+00
-2.2968E-06,2.13516E-03,-1.94836E+00
-2.2964E-06,1.74453E-03,-2.02648E+00
-2.2960E-06,1.93984E-03,-1.98742E+00
-2.2956E-06,2.33047E-03,-1.96789E+00
-2.2952E-06,2.91641E-03,-2.02648E+00
-2.2948E-06,2.91641E-03,-1.94836E+00
-2.2944E-06,3.30703E-03,-1.90930E+00
-2.2940E-06,2.72109E-03,-1.88977E+00
-2.2936E-06,3.69766E-03,-1.96789E+00
-2.2932E-06,3.69766E-03,-2.00695E+00
-2.2928E-06,4.47891E-03,-1.88977E+00
-2.2924E-06,4.67422E-03,-1.94836E+00
-2.2920E-06,5.26016E-03,-1.92883E+00
-2.2916E-06,5.65078E-03,-2.00695E+00
-2.2912E-06,5.26016E-03,-1.94836E+00
-2.2908E-06,4.67422E-03,-1.94836E+00
-2.2904E-06,5.84609E-03,-1.92883E+00
-2.2900E-06,4.86953E-03,-2.02648E+00
-2.2896E-06,4.67422E-03,-1.94836E+00
-2.2892E-06,4.47891E-03,-2.00695E+00
-2.2888E-06,3.50234E-03,-2.02648E+00
-2.2884E-06,2.91641E-03,-2.06555E+00
-2.2880E-06,2.91641E-03,-2.08508E+00
-2.2876E-06,1.93984E-03,-2.02648E+00
-2.2872E-06,2.72109E-03,-2.22180E+00
-2.2868E-06,2.33047E-03,-2.29992E+00
-2.2864E-06,2.91641E-03,-2.26086E+00
-2.2860E-06,2.52578E-03,-2.29992E+00
-2.2856E-06,2.91641E-03,-2.37805E+00
-2.2852E-06,2.52578E-03,-2.41711E+00
-2.2848E-06,1.93984E-03,-2.43664E+00
-2.2844E-06,2.33047E-03,-2.47570E+00
-2.2840E-06,2.52578E-03,-2.45617E+00
-2.2836E-06,1.54922E-03,-2.47570E+00
-2.2832E-06,1.74453E-03,-2.41711E+00
-2.2828E-06,1.54922E-03,-2.51477E+00
-2.2824E-06,1.54922E-03,-2.53430E+00
-2.2820E-06,9.63281E-04,-2.53430E+00
-2.2816E-06,3.77344E-04,-2.49523E+00
-2.2812E-06,-1.38047E-03,-2.55383E+00
-2.2808E-06,-2.35703E-03,-2.57336E+00
-2.2804E-06,-4.11484E-03,-2.59289E+00
-2.2800E-06,-5.87266E-03,-2.55383E+00
-2.2796E-06,-7.82578E-03,-2.53430E+00
-2.2792E-06,-9.97422E-03,-2.59289E+00
-2.2788E-06,-1.13414E-02,-2.59289E+00
-2.2784E-06,-1.32945E-02,-2.53430E+00
-2.2780E-06,-1.40758E-02,-2.53430E+00
-2.2776E-06,-1.52477E-02,-2.59289E+00
-2.2772E-06,-1.56383E-02,-2.59289E+00
-2.2768E-06,-1.70055E-02,-2.55383E+00
-2.2764E-06,-1.83727E-02,-2.65148E+00
-2.2760E-06,-1.87633E-02,-2.69055E+00
-2.2756E-06,-1.93492E-02,-2.63195E+00
-2.2752E-06,-1.99352E-02,-2.59289E+00
-2.2748E-06,-2.14977E-02,-2.57336E+00
-2.2744E-06,-2.38414E-02,-2.69055E+00
-2.2740E-06,-2.55992E-02,-2.65148E+00
-2.2736E-06,-2.85289E-02,-2.61242E+00
-2.2732E-06,-3.20445E-02,-2.65148E+00
-2.2728E-06,-3.43883E-02,-2.59289E+00
-2.2724E-06,-3.80992E-02,-2.63195E+00
-2.2720E-06,-4.14195E-02,-2.59289E+00
-2.2716E-06,-4.39586E-02,-2.74914E+00
-2.2712E-06,-4.55211E-02,-2.72961E+00
-2.2708E-06,-4.63023E-02,-2.67102E+00
-2.2704E-06,-4.70836E-02,-2.61242E+00
-2.2700E-06,-4.88414E-02,-2.72961E+00
-2.2696E-06,-5.00133E-02,-2.72961E+00
-2.2692E-06,-5.04039E-02,-2.74914E+00
-2.2688E-06,-5.21617E-02,-2.61242E+00
-2.2684E-06,-5.35289E-02,-2.63195E+00
-2.2680E-06,-5.39195E-02,-2.74914E+00
-2.2676E-06,-5.54820E-02,-2.69055E+00
-2.2672E-06,-5.74352E-02,-2.65148E+00
-2.2668E-06,-5.88023E-02,-2.69055E+00
-2.2664E-06,-6.01695E-02,-2.65148E+00
-2.2660E-06,-6.07555E-02,-2.61242E+00
-2.2656E-06,-6.25133E-02,-2.59289E+00
-2.2652E-06,-6.30992E-02,-2.67102E+00
-2.2648E-06,-6.34898E-02,-2.61242E+00
-2.2644E-06,-6.32945E-02,-2.61242E+00
-2.2640E-06,-6.25133E-02,-2.59289E+00
-2.2636E-06,-6.23180E-02,-2.61242E+00
-2.2632E-06,-6.15367E-02,-2.61242E+00
-2.2628E-06,-6.15367E-02,-2.61242E+00
-2.2624E-06,-6.09508E-02,-2.55383E+00
-2.2620E-06,-6.07555E-02,-2.49523E+00
-2.2616E-06,-5.97789E-02,-2.57336E+00
-2.2612E-06,-5.86070E-02,-2.55383E+00
-2.2608E-06,-5.72398E-02,-2.47570E+00
-2.2604E-06,-5.68492E-02,-2.45617E+00
-2.2600E-06,-5.48961E-02,-2.43664E+00
-2.2596E-06,-5.41148E-02,-2.51477E+00
-2.2592E-06,-5.19664E-02,-2.59289E+00
-2.2588E-06,-5.19664E-02,-2.55383E+00
-2.2584E-06,-4.96227E-02,-2.51477E+00
-2.2580E-06,-4.82555E-02,-2.55383E+00
-2.2576E-06,-4.59117E-02,-2.51477E+00
-2.2572E-06,-4.63023E-02,-2.41711E+00
-2.2568E-06,-4.41539E-02,-2.43664E+00
-2.2564E-06,-4.31773E-02,-2.45617E+00
-2.2560E-06,-4.31773E-02,-2.39758E+00
-2.2556E-06,-4.23961E-02,-2.45617E+00
-2.2552E-06,-4.22008E-02,-2.51477E+00
-2.2548E-06,-4.20055E-02,-2.47570E+00
-2.2544E-06,-4.27867E-02,-2.53430E+00
-2.2540E-06,-4.41539E-02,-2.59289E+00
-2.2536E-06,-4.63023E-02,-2.53430E+00
-2.2532E-06,-4.80602E-02,-2.49523E+00
-2.2528E-06,-5.02086E-02,-2.45617E+00
-2.2524E-06,-5.15758E-02,-2.41711E+00
-2.2520E-06,-5.23570E-02,-2.45617E+00
-2.2516E-06,-5.25523E-02,-2.49523E+00
-2.2512E-06,-5.29430E-02,-2.45617E+00
-2.2508E-06,-5.31383E-02,-2.47570E+00
-2.2504E-06,-5.29430E-02,-2.47570E+00
-2.2500E-06,-5.37242E-02,-2.55383E+00
-2.2496E-06,-5.33336E-02,-2.33898E+00
-2.2492E-06,-5.25523E-02,-2.41711E+00
-2.2488E-06,-5.17711E-02,-2.49523E+00
-2.2484E-06,-5.21617E-02,-2.47570E+00
-2.2480E-06,-5.15758E-02,-2.45617E+00
-2.2476E-06,-5.07945E-02,-2.41711E+00
-2.2472E-06,-5.00133E-02,-2.45617E+00
-2.2468E-06,-4.94273E-02,-2.45617E+00
-2.2464E-06,-4.86461E-02,-2.37805E+00
-2.2460E-06,-4.90367E-02,-2.39758E+00
-2.2456E-06,-4.76695E-02,-2.35852E+00
-2.2452E-06,-4.74742E-02,-2.45617E+00
-2.2448E-06,-4.72789E-02,-2.33898E+00
-2.2444E-06,-4.82555E-02,-2.45617E+00
-2.2440E-06,-4.80602E-02,-2.43664E+00
-2.2436E-06,-4.88414E-02,-2.45617E+00
-2.2432E-06,-4.90367E-02,-2.35852E+00
-2.2428E-06,-4.86461E-02,-2.45617E+00
-2.2424E-06,-4.80602E-02,-2.45617E+00
-2.2420E-06,-4.76695E-02,-2.47570E+00
-2.2416E-06,-4.64977E-02,-2.45617E+00
-2.2412E-06,-4.61070E-02,-2.45617E+00
-2.2408E-06,-4.61070E-02,-2.45617E+00
-2.2404E-06,-4.47398E-02,-2.45617E+00
-2.2400E-06,-4.35680E-02,-2.41711E+00
-2.2396E-06,-4.29820E-02,-2.47570E+00
-2.2392E-06,-4.20055E-02,-2.39758E+00
-2.2388E-06,-4.23961E-02,-2.51477E+00
-2.2384E-06,-3.98570E-02,-2.37805E+00
-2.2380E-06,-3.92711E-02,-2.49523E+00
-2.2376E-06,-3.82945E-02,-2.47570E+00
-2.2372E-06,-3.61461E-02,-2.43664E+00
-2.2368E-06,-3.51695E-02,-2.39758E+00
-2.2364E-06,-3.36070E-02,-2.41711E+00
-2.2360E-06,-3.20445E-02,-2.49523E+00
-2.2356E-06,-2.98961E-02,-2.47570E+00
-2.2352E-06,-2.79430E-02,-2.43664E+00
-2.2348E-06,-2.69664E-02,-2.49523E+00
-2.2344E-06,-2.50133E-02,-2.47570E+00
-2.2340E-06,-2.40367E-02,-2.37805E+00
-2.2336E-06,-2.28648E-02,-2.39758E+00
-2.2332E-06,-2.20836E-02,-2.41711E+00
-2.2328E-06,-2.05211E-02,-2.39758E+00
-2.2324E-06,-1.99352E-02,-2.47570E+00
-2.2320E-06,-1.87633E-02,-2.51477E+00
-2.2316E-06,-1.87633E-02,-2.49523E+00
-2.2312E-06,-1.68102E-02,-2.49523E+00
-2.2308E-06,-1.64195E-02,-2.45617E+00
-2.2304E-06,-1.50523E-02,-2.43664E+00
-2.2300E-06,-1.48570E-02,-2.43664E+00
-2.2296E-06,-1.38805E-02,-2.51477E+00
-2.2292E-06,-1.36852E-02,-2.45617E+00
-2.2288E-06,-1.17320E-02,-2.49523E+00
-2.2284E-06,-1.23180E-02,-2.51477E+00
-2.2280E-06,-1.03648E-02,-2.53430E+00
-2.2276E-06,-1.03648E-02,-2.45617E+00
-2.2272E-06,-9.58359E-03,-2.45617E+00
-2.2268E-06,-9.38828E-03,-2.47570E+00
-2.2264E-06,-7.43516E-03,-2.49523E+00
-2.2260E-06,-7.63047E-03,-2.47570E+00
-2.2256E-06,-6.26328E-03,-2.53430E+00
-2.2252E-06,-6.45859E-03,-2.49523E+00
-2.2248E-06,-5.48203E-03,-2.53430E+00
-2.2244E-06,-4.31016E-03,-2.53430E+00
-2.2240E-06,-4.31016E-03,-2.43664E+00
-2.2236E-06,-3.72422E-03,-2.41711E+00
-2.2232E-06,-3.72422E-03,-2.51477E+00
-2.2228E-06,-3.33359E-03,-2.53430E+00
-2.2224E-06,-3.13828E-03,-2.47570E+00
-2.2220E-06,-2.94297E-03,-2.45617E+00
