in s,C1 in V,C3 in V
1.4484E-06,9.16641E-03,2.54383E+00
1.4488E-06,9.75234E-03,2.50477E+00
1.4492E-06,1.01430E-02,2.54383E+00
1.4496E-06,9.55703E-03,2.56336E+00
1.4500E-06,9.55703E-03,2.54383E+00
1.4504E-06,1.01430E-02,2.60242E+00
1.4508E-06,8.97109E-03,2.50477E+00
1.4512E-06,9.75234E-03,2.54383E+00
1.4516E-06,9.16641E-03,2.52430E+00
1.4520E-06,9.55703E-03,2.50477E+00
1.4524E-06,8.97109E-03,2.56336E+00
1.4528E-06,8.38516E-03,2.52430E+00
1.4532E-06,8.77578E-03,2.44617E+00
1.4536E-06,8.38516E-03,2.48523E+00
1.4540E-06,8.58047E-03,2.54383E+00
1.4544E-06,8.38516E-03,2.62195E+00
1.4548E-06,7.79922E-03,2.60242E+00
1.4552E-06,8.58047E-03,2.56336E+00
1.4556E-06,7.79922E-03,2.52430E+00
1.4560E-06,7.40859E-03,2.56336E+00
1.4564E-06,7.40859E-03,2.58289E+00
1.4568E-06,7.60391E-03,2.56336E+00
1.4572E-06,7.60391E-03,2.54383E+00
1.4576E-06,7.40859E-03,2.54383E+00
1.4580E-06,6.62734E-03,2.58289E+00
1.4584E-06,7.21328E-03,2.60242E+00
1.4588E-06,6.82266E-03,2.52430E+00
1.4592E-06,6.82266E-03,2.50477E+00
1.4596E-06,7.01797E-03,2.56336E+00
1.4600E-06,6.82266E-03,2.60242E+00
1.4604E-06,6.43203E-03,2.58289E+00
1.4608E-06,6.43203E-03,2.52430E+00
1.4612E-06,6.82266E-03,2.58289E+00
1.4616E-06,6.82266E-03,2.54383E+00
1.4620E-06,6.82266E-03,2.54383E+00
1.4624E-06,7.21328E-03,2.50477E+00
1.4628E-06,7.01797E-03,2.62195E+00
1.4632E-06,7.79922E-03,2.48523E+00
1.4636E-06,6.62734E-03,2.54383E+00
1.4640E-06,7.40859E-03,2.58289E+00
1.4644E-06,7.01797E-03,2.52430E+00
1.4648E-06,6.23672E-03,2.54383E+00
1.4652E-06,7.60391E-03,2.52430E+00
1.4656E-06,7.79922E-03,2.58289E+00
1.4660E-06,7.01797E-03,2.56336E+00
1.4664E-06,7.60391E-03,2.54383E+00
1.4668E-06,7.60391E-03,2.56336E+00
1.4672E-06,7.79922E-03,2.56336E+00
1.4676E-06,7.60391E-03,2.62195E+00
1.4680E-06,7.79922E-03,2.52430E+00
1.4684E-06,7.99453E-03,2.46570E+00
1.4688E-06,8.58047E-03,2.56336E+00
1.4692E-06,8.18984E-03,2.58289E+00
1.4696E-06,8.77578E-03,2.60242E+00
1.4700E-06,8.18984E-03,2.50477E+00
1.4704E-06,8.58047E-03,2.50477E+00
1.4708E-06,7.99453E-03,2.56336E+00
1.4712E-06,9.36172E-03,2.48523E+00
1.4716E-06,8.97109E-03,2.50477E+00
1.4720E-06,9.16641E-03,2.46570E+00
1.4724E-06,8.97109E-03,2.50477E+00
1.4728E-06,9.55703E-03,2.52430E+00
1.4732E-06,9.55703E-03,2.54383E+00
1.4736E-06,9.75234E-03,2.50477E+00
1.4740E-06,9.55703E-03,2.54383E+00
1.4744E-06,1.03383E-02,2.50477E+00
1.4748E-06,9.75234E-03,2.54383E+00
1.4752E-06,1.03383E-02,2.58289E+00
1.4756E-06,9.75234E-03,2.56336E+00
1.4760E-06,1.07289E-02,2.60242E+00
1.4764E-06,1.01430E-02,2.54383E+00
1.4768E-06,1.09242E-02,2.58289E+00
1.4772E-06,1.01430E-02,2.50477E+00
1.4776E-06,1.09242E-02,2.54383E+00
1.4780E-06,1.05336E-02,2.54383E+00
1.4784E-06,1.05336E-02,2.56336E+00
1.4788E-06,1.09242E-02,2.54383E+00
1.4792E-06,1.11195E-02,2.60242E+00
1.4796E-06,1.09242E-02,2.60242E+00
1.4800E-06,1.11195E-02,2.60242E+00
1.4804E-06,1.11195E-02,2.60242E+00
1.4808E-06,1.13148E-02,2.54383E+00
1.4812E-06,1.07289E-02,2.52430E+00
1.4816E-06,1.17055E-02,2.58289E+00
1.4820E-06,1.15102E-02,2.58289E+00
1.4824E-06,1.13148E-02,2.50477E+00
1.4828E-06,1.17055E-02,2.50477E+00
1.4832E-06,1.13148E-02,2.56336E+00
1.4836E-06,1.09242E-02,2.52430E+00
1.4840E-06,1.11195E-02,2.54383E+00
1.4844E-06,1.17055E-02,2.48523E+00
1.4848E-06,1.19008E-02,2.50477E+00
1.4852E-06,1.13148E-02,2.48523E+00
1.4856E-06,1.17055E-02,2.48523E+00
1.4860E-06,1.13148E-02,2.56336E+00
1.4864E-06,1.17055E-02,2.66102E+00
1.4868E-06,1.13148E-02,2.50477E+00
1.4872E-06,1.09242E-02,2.50477E+00
1.4876E-06,1.09242E-02,2.46570E+00
1.4880E-06,1.15102E-02,2.52430E+00
1.4884E-06,1.11195E-02,2.52430E+00
1.4888E-06,1.15102E-02,2.56336E+00
1.4892E-06,1.13148E-02,2.54383E+00
1.4896E-06,1.09242E-02,2.54383E+00
1.4900E-06,1.11195E-02,2.52430E+00
1.4904E-06,1.15102E-02,2.50477E+00
1.4908E-06,1.11195E-02,2.48523E+00
1.4912E-06,1.09242E-02,2.42664E+00
1.4916E-06,1.09242E-02,2.52430E+00
1.4920E-06,1.03383E-02,2.48523E+00
1.4924E-06,1.03383E-02,2.52430E+00
1.4928E-06,1.07289E-02,2.48523E+00
1.4932E-06,1.03383E-02,2.50477E+00
1.4936E-06,1.03383E-02,2.50477E+00
1.4940E-06,9.16641E-03,2.56336E+00
1.4944E-06,9.94766E-03,2.54383E+00
1.4948E-06,9.55703E-03,2.56336E+00
1.4952E-06,9.55703E-03,2.48523E+00
1.4956E-06,9.36172E-03,2.50477E+00
1.4960E-06,9.55703E-03,2.48523E+00
1.4964E-06,8.77578E-03,2.54383E+00
1.4968E-06,9.55703E-03,2.52430E+00
1.4972E-06,9.55703E-03,2.60242E+00
1.4976E-06,9.36172E-03,2.60242E+00
1.4980E-06,8.77578E-03,2.50477E+00
1.4984E-06,9.55703E-03,2.58289E+00
1.4988E-06,8.77578E-03,2.48523E+00
1.4992E-06,9.36172E-03,2.48523E+00
1.4996E-06,8.77578E-03,2.50477E+00
1.5000E-06,9.55703E-03,2.52430E+00
1.5004E-06,9.36172E-03,2.54383E+00
1.5008E-06,9.36172E-03,2.60242E+00
1.5012E-06,9.36172E-03,2.56336E+00
1.5016E-06,9.55703E-03,2.60242E+00
1.5020E-06,9.55703E-03,2.56336E+00
1.5024E-06,9.75234E-03,2.58289E+00
1.5028E-06,9.94766E-03,2.62195E+00
1.5032E-06,9.75234E-03,2.64148E+00
1.5036E-06,9.55703E-03,2.60242E+00
1.5040E-06,9.55703E-03,2.56336E+00
1.5044E-06,9.16641E-03,2.54383E+00
1.5048E-06,9.36172E-03,2.52430E+00
1.5052E-06,8.77578E-03,2.48523E+00
1.5056E-06,9.16641E-03,2.50477E+00
1.5060E-06,7.99453E-03,2.56336E+00
1.5064E-06,7.60391E-03,2.50477E+00
1.5068E-06,6.82266E-03,2.54383E+00
1.5072E-06,6.43203E-03,2.60242E+00
1.5076E-06,5.84609E-03,2.58289E+00
1.5080E-06,5.06484E-03,2.52430E+00
1.5084E-06,5.06484E-03,2.48523E+00
1.5088E-06,4.47891E-03,2.56336E+00
1.5092E-06,4.47891E-03,2.54383E+00
1.5096E-06,4.08828E-03,2.50477E+00
1.5100E-06,4.67422E-03,2.54383E+00
1.5104E-06,4.86953E-03,2.52430E+00
1.5108E-06,3.69766E-03,2.56336E+00
1.5112E-06,4.86953E-03,2.56336E+00
1.5116E-06,4.28359E-03,2.56336E+00
1.5120E-06,4.28359E-03,2.56336E+00
1.5124E-06,3.89297E-03,2.64148E+00
1.5128E-06,3.69766E-03,2.58289E+00
1.5132E-06,3.89297E-03,2.50477E+00
1.5136E-06,4.08828E-03,2.60242E+00
1.5140E-06,3.69766E-03,2.58289E+00
1.5144E-06,4.47891E-03,2.54383E+00
1.5148E-06,4.67422E-03,2.58289E+00
1.5152E-06,4.67422E-03,2.54383E+00
1.5156E-06,4.67422E-03,2.56336E+00
1.5160E-06,5.84609E-03,2.50477E+00
1.5164E-06,5.84609E-03,2.56336E+00
1.5168E-06,5.26016E-03,2.52430E+00
1.5172E-06,5.26016E-03,2.56336E+00
1.5176E-06,5.84609E-03,2.58289E+00
1.5180E-06,5.45547E-03,2.48523E+00
1.5184E-06,6.23672E-03,2.56336E+00
1.5188E-06,6.04141E-03,2.50477E+00
1.5192E-06,4.86953E-03,2.54383E+00
1.5196E-06,6.04141E-03,2.48523E+00
1.5200E-06,6.04141E-03,2.54383E+00
1.5204E-06,5.84609E-03,2.52430E+00
1.5208E-06,6.62734E-03,2.48523E+00
1.5212E-06,7.21328E-03,2.52430E+00
1.5216E-06,7.01797E-03,2.50477E+00
1.5220E-06,7.01797E-03,2.58289E+00
1.5224E-06,7.60391E-03,2.56336E+00
1.5228E-06,6.82266E-03,2.56336E+00
1.5232E-06,7.40859E-03,2.54383E+00
1.5236E-06,7.21328E-03,2.56336E+00
1.5240E-06,7.99453E-03,2.48523E+00
1.5244E-06,7.79922E-03,2.44617E+00
1.5248E-06,8.58047E-03,2.56336E+00
1.5252E-06,8.97109E-03,2.62195E+00
1.5256E-06,8.77578E-03,2.54383E+00
1.5260E-06,9.16641E-03,2.60242E+00
1.5264E-06,1.01430E-02,2.52430E+00
1.5268E-06,9.36172E-03,2.68055E+00
1.5272E-06,1.01430E-02,2.54383E+00
1.5276E-06,8.97109E-03,2.54383E+00
1.5280E-06,9.16641E-03,2.52430E+00
1.5284E-06,9.55703E-03,2.54383E+00
1.5288E-06,9.94766E-03,2.46570E+00
1.5292E-06,1.03383E-02,2.50477E+00
1.5296E-06,9.94766E-03,2.50477E+00
1.5300E-06,9.75234E-03,2.48523E+00
1.5304E-06,9.94766E-03,2.48523E+00
1.5308E-06,1.03383E-02,2.50477E+00
1.5312E-06,1.07289E-02,2.58289E+00
1.5316E-06,1.07289E-02,2.58289E+00
1.5320E-06,1.03383E-02,2.56336E+00
1.5324E-06,1.05336E-02,2.56336E+00
1.5328E-06,1.05336E-02,2.58289E+00
1.5332E-06,1.09242E-02,2.58289E+00
1.5336E-06,1.09242E-02,2.56336E+00
1.5340E-06,1.05336E-02,2.54383E+00
1.5344E-06,1.11195E-02,2.46570E+00
1.5348E-06,1.09242E-02,2.54383E+00
1.5352E-06,1.15102E-02,2.48523E+00
1.5356E-06,1.15102E-02,2.56336E+00
1.5360E-06,1.11195E-02,2.54383E+00
1.5364E-06,1.03383E-02,2.62195E+00
1.5368E-06,1.09242E-02,2.54383E+00
1.5372E-06,1.15102E-02,2.48523E+00
1.5376E-06,1.15102E-02,2.48523E+00
1.5380E-06,1.11195E-02,2.48523E+00
1.5384E-06,1.13148E-02,2.56336E+00
1.5388E-06,1.15102E-02,2.54383E+00
1.5392E-06,1.11195E-02,2.62195E+00
1.5396E-06,1.11195E-02,2.50477E+00
1.5400E-06,1.17055E-02,2.54383E+00
1.5404E-06,1.13148E-02,2.58289E+00
1.5408E-06,1.19008E-02,2.56336E+00
1.5412E-06,1.19008E-02,2.52430E+00
1.5416E-06,1.15102E-02,2.50477E+00
1.5420E-06,1.17055E-02,2.48523E+00
1.5424E-06,1.20961E-02,2.52430E+00
1.5428E-06,1.20961E-02,2.50477E+00
1.5432E-06,1.20961E-02,2.54383E+00
1.5436E-06,1.19008E-02,2.54383E+00
1.5440E-06,1.17055E-02,2.56336E+00
1.5444E-06,1.20961E-02,2.48523E+00
1.5448E-06,1.20961E-02,2.56336E+00
1.5452E-06,1.17055E-02,2.54383E+00
1.5456E-06,1.15102E-02,2.68055E+00
1.5460E-06,1.17055E-02,2.60242E+00
1.5464E-06,1.19008E-02,2.56336E+00
1.5468E-06,1.19008E-02,2.50477E+00
1.5472E-06,1.24867E-02,2.52430E+00
1.5476E-06,1.24867E-02,2.50477E+00
1.5480E-06,1.22914E-02,2.48523E+00
1.5484E-06,1.26820E-02,2.50477E+00
1.5488E-06,1.15102E-02,2.56336E+00
1.5492E-06,1.13148E-02,2.44617E+00
1.5496E-06,1.17055E-02,2.50477E+00
1.5500E-06,1.17055E-02,2.38758E+00
1.5504E-06,1.22914E-02,2.54383E+00
1.5508E-06,1.20961E-02,2.52430E+00
1.5512E-06,1.20961E-02,2.46570E+00
1.5516E-06,1.19008E-02,2.50477E+00
1.5520E-06,1.22914E-02,2.50477E+00
1.5524E-06,1.22914E-02,2.54383E+00
1.5528E-06,1.26820E-02,2.60242E+00
1.5532E-06,1.26820E-02,2.52430E+00
1.5536E-06,1.24867E-02,2.56336E+00
1.5540E-06,1.20961E-02,2.60242E+00
1.5544E-06,1.22914E-02,2.56336E+00
1.5548E-06,1.26820E-02,2.54383E+00
1.5552E-06,1.26820E-02,2.54383E+00
1.5556E-06,1.28773E-02,2.48523E+00
1.5560E-06,1.24867E-02,2.56336E+00
1.5564E-06,1.22914E-02,2.48523E+00
1.5568E-06,1.24867E-02,2.56336E+00
1.5572E-06,1.26820E-02,2.58289E+00
1.5576E-06,1.26820E-02,2.50477E+00
1.5580E-06,1.22914E-02,2.56336E+00
1.5584E-06,1.24867E-02,2.56336E+00
1.5588E-06,1.26820E-02,2.54383E+00
1.5592E-06,1.30727E-02,2.54383E+00
1.5596E-06,1.19008E-02,2.50477E+00
1.5600E-06,1.24867E-02,2.48523E+00
1.5604E-06,1.20961E-02,2.48523E+00
1.5608E-06,1.22914E-02,2.48523E+00
1.5612E-06,1.17055E-02,2.52430E+00
1.5616E-06,1.15102E-02,2.46570E+00
1.5620E-06,9.75234E-03,2.56336E+00
1.5624E-06,9.55703E-03,2.60242E+00
1.5628E-06,8.18984E-03,2.56336E+00
1.5632E-06,7.40859E-03,2.56336E+00
1.5636E-06,5.26016E-03,2.62195E+00
1.5640E-06,2.91641E-03,2.56336E+00
1.5644E-06,1.35391E-03,2.54383E+00
1.5648E-06,-4.03906E-04,2.54383E+00
1.5652E-06,-1.38047E-03,2.56336E+00
1.5656E-06,-2.35703E-03,2.56336E+00
1.5660E-06,-3.52891E-03,2.54383E+00
1.5664E-06,-4.50547E-03,2.54383E+00
1.5668E-06,-6.65391E-03,2.54383E+00
1.5672E-06,-7.63047E-03,2.50477E+00
1.5676E-06,-8.80234E-03,2.56336E+00
1.5680E-06,-1.07555E-02,2.54383E+00
1.5684E-06,-1.25133E-02,2.50477E+00
1.5688E-06,-1.27086E-02,2.46570E+00
1.5692E-06,-1.42711E-02,2.50477E+00
1.5696E-06,-1.38805E-02,2.58289E+00
1.5700E-06,-1.48570E-02,2.54383E+00
1.5704E-06,-1.56383E-02,2.54383E+00
1.5708E-06,-1.50523E-02,2.46570E+00
1.5712E-06,-1.48570E-02,2.54383E+00
1.5716E-06,-1.48570E-02,2.56336E+00
1.5720E-06,-1.44664E-02,2.58289E+00
1.5724E-06,-1.48570E-02,2.54383E+00
1.5728E-06,-1.38805E-02,2.56336E+00
1.5732E-06,-1.42711E-02,2.54383E+00
1.5736E-06,-1.46617E-02,2.50477E+00
1.5740E-06,-1.44664E-02,2.56336E+00
1.5744E-06,-1.32945E-02,2.56336E+00
1.5748E-06,-1.40758E-02,2.54383E+00
1.5752E-06,-1.32945E-02,2.52430E+00
1.5756E-06,-1.30992E-02,2.52430E+00
1.5760E-06,-1.15367E-02,2.56336E+00
1.5764E-06,-1.11461E-02,2.62195E+00
1.5768E-06,-1.09508E-02,2.56336E+00
1.5772E-06,-1.11461E-02,2.54383E+00
1.5776E-06,-1.07555E-02,2.64148E+00
1.5780E-06,-1.21227E-02,2.58289E+00
1.5784E-06,-1.27086E-02,2.52430E+00
1.5788E-06,-1.32945E-02,2.52430E+00
1.5792E-06,-1.42711E-02,2.56336E+00
1.5796E-06,-1.62242E-02,2.58289E+00
1.5800E-06,-1.70055E-02,2.52430E+00
1.5804E-06,-1.75914E-02,2.56336E+00
1.5808E-06,-1.83727E-02,2.56336E+00
1.5812E-06,-1.83727E-02,2.54383E+00
1.5816E-06,-1.83727E-02,2.60242E+00
1.5820E-06,-1.72008E-02,2.48523E+00
1.5824E-06,-1.70055E-02,2.60242E+00
1.5828E-06,-1.79820E-02,2.54383E+00
1.5832E-06,-1.72008E-02,2.56336E+00
1.5836E-06,-1.70055E-02,2.54383E+00
1.5840E-06,-1.68102E-02,2.52430E+00
1.5844E-06,-1.70055E-02,2.64148E+00
1.5848E-06,-1.62242E-02,2.50477E+00
1.5852E-06,-1.64195E-02,2.50477E+00
1.5856E-06,-1.58336E-02,2.56336E+00
1.5860E-06,-1.68102E-02,2.48523E+00
1.5864E-06,-1.52477E-02,2.54383E+00
1.5868E-06,-1.52477E-02,2.52430E+00
1.5872E-06,-1.42711E-02,2.54383E+00
1.5876E-06,-1.38805E-02,2.54383E+00
1.5880E-06,-1.30992E-02,2.50477E+00
1.5884E-06,-1.25133E-02,2.54383E+00
1.5888E-06,-1.13414E-02,2.60242E+00
1.5892E-06,-1.11461E-02,2.54383E+00
1.5896E-06,-1.17320E-02,2.48523E+00
1.5900E-06,-1.11461E-02,2.50477E+00
1.5904E-06,-1.09508E-02,2.54383E+00
1.5908E-06,-1.03648E-02,2.54383E+00
1.5912E-06,-9.97422E-03,2.52430E+00
1.5916E-06,-9.77891E-03,2.58289E+00
1.5920E-06,-8.60703E-03,2.48523E+00
1.5924E-06,-8.99766E-03,2.48523E+00
1.5928E-06,-8.41172E-03,2.46570E+00
1.5932E-06,-7.23984E-03,2.52430E+00
1.5936E-06,-6.65391E-03,2.58289E+00
1.5940E-06,-6.84922E-03,2.56336E+00
1.5944E-06,-6.06797E-03,2.50477E+00
1.5948E-06,-5.87266E-03,2.48523E+00
1.5952E-06,-5.09141E-03,2.50477E+00
1.5956E-06,-4.89609E-03,2.44617E+00
1.5960E-06,-4.50547E-03,2.52430E+00
1.5964E-06,-4.11484E-03,2.48523E+00
1.5968E-06,-2.74766E-03,2.64148E+00
1.5972E-06,-1.96641E-03,2.60242E+00
1.5976E-06,-7.94531E-04,2.62195E+00
1.5980E-06,-5.99219E-04,2.56336E+00
1.5984E-06,1.82031E-04,2.50477E+00
1.5988E-06,5.72656E-04,2.50477E+00
1.5992E-06,1.35391E-03,2.50477E+00
1.5996E-06,9.63281E-04,2.52430E+00
1.6000E-06,1.74453E-03,2.54383E+00
1.6004E-06,1.93984E-03,2.60242E+00
1.6008E-06,1.93984E-03,2.52430E+00
1.6012E-06,2.13516E-03,2.50477E+00
1.6016E-06,2.72109E-03,2.56336E+00
1.6020E-06,2.72109E-03,2.60242E+00
1.6024E-06,3.69766E-03,2.56336E+00
1.6028E-06,3.69766E-03,2.58289E+00
1.6032E-06,4.28359E-03,2.56336E+00
1.6036E-06,4.08828E-03,2.62195E+00
1.6040E-06,5.06484E-03,2.54383E+00
1.6044E-06,4.67422E-03,2.56336E+00
1.6048E-06,5.65078E-03,2.50477E+00
1.6052E-06,4.08828E-03,2.54383E+00
1.6056E-06,4.86953E-03,2.52430E+00
1.6060E-06,5.84609E-03,2.50477E+00
1.6064E-06,6.04141E-03,2.48523E+00
1.6068E-06,5.45547E-03,2.44617E+00
1.6072E-06,6.62734E-03,2.48523E+00
1.6076E-06,6.43203E-03,2.40711E+00
1.6080E-06,7.01797E-03,2.54383E+00
1.6084E-06,6.82266E-03,2.54383E+00
1.6088E-06,7.99453E-03,2.56336E+00
1.6092E-06,7.01797E-03,2.58289E+00
1.6096E-06,7.60391E-03,2.58289E+00
1.6100E-06,8.18984E-03,2.60242E+00
1.6104E-06,8.58047E-03,2.62195E+00
1.6108E-06,8.18984E-03,2.54383E+00
1.6112E-06,8.77578E-03,2.66102E+00
1.6116E-06,8.58047E-03,2.58289E+00
1.6120E-06,8.97109E-03,2.60242E+00
1.6124E-06,9.55703E-03,2.50477E+00
1.6128E-06,1.01430E-02,2.62195E+00
1.6132E-06,8.97109E-03,2.50477E+00
1.6136E-06,9.75234E-03,2.48523E+00
1.6140E-06,1.01430E-02,2.50477E+00
1.6144E-06,1.01430E-02,2.54383E+00
1.6148E-06,9.75234E-03,2.52430E+00
1.6152E-06,1.05336E-02,2.52430E+00
1.6156E-06,1.03383E-02,2.54383E+00
1.6160E-06,1.03383E-02,2.54383E+00
1.6164E-06,9.75234E-03,2.54383E+00
1.6168E-06,1.07289E-02,2.54383E+00
1.6172E-06,9.94766E-03,2.46570E+00
1.6176E-06,1.03383E-02,2.44617E+00
1.6180E-06,9.94766E-03,2.50477E+00
1.6184E-06,1.03383E-02,2.58289E+00
1.6188E-06,1.01430E-02,2.52430E+00
1.6192E-06,1.03383E-02,2.62195E+00
1.6196E-06,1.01430E-02,2.58289E+00
1.6200E-06,1.09242E-02,2.56336E+00
1.6204E-06,1.03383E-02,2.52430E+00
1.6208E-06,1.07289E-02,2.56336E+00
1.6212E-06,1.03383E-02,2.50477E+00
1.6216E-06,1.07289E-02,2.52430E+00
1.6220E-06,1.05336E-02,2.54383E+00
1.6224E-06,1.03383E-02,2.54383E+00
1.6228E-06,1.09242E-02,2.56336E+00
1.6232E-06,1.11195E-02,2.52430E+00
1.6236E-06,1.05336E-02,2.50477E+00
1.6240E-06,1.07289E-02,2.56336E+00
1.6244E-06,1.13148E-02,2.48523E+00
1.6248E-06,1.09242E-02,2.52430E+00
1.6252E-06,1.09242E-02,2.44617E+00
1.6256E-06,1.11195E-02,2.50477E+00
1.6260E-06,1.03383E-02,2.44617E+00
1.6264E-06,1.15102E-02,2.44617E+00
1.6268E-06,1.11195E-02,2.48523E+00
1.6272E-06,1.17055E-02,2.54383E+00
1.6276E-06,1.15102E-02,2.52430E+00
1.6280E-06,1.22914E-02,2.50477E+00
1.6284E-06,1.15102E-02,2.48523E+00
1.6288E-06,1.20961E-02,2.58289E+00
1.6292E-06,1.11195E-02,2.54383E+00
1.6296E-06,1.11195E-02,2.54383E+00
1.6300E-06,1.17055E-02,2.58289E+00
1.6304E-06,1.13148E-02,2.58289E+00
1.6308E-06,1.09242E-02,2.58289E+00
1.6312E-06,1.17055E-02,2.56336E+00
1.6316E-06,1.22914E-02,2.42664E+00
1.6320E-06,1.19008E-02,2.52430E+00
1.6324E-06,1.17055E-02,2.46570E+00
1.6328E-06,1.17055E-02,2.54383E+00
1.6332E-06,1.22914E-02,2.42664E+00
1.6336E-06,1.22914E-02,2.60242E+00
1.6340E-06,1.22914E-02,2.54383E+00
1.6344E-06,1.22914E-02,2.56336E+00
1.6348E-06,1.22914E-02,2.54383E+00
1.6352E-06,1.24867E-02,2.64148E+00
1.6356E-06,1.22914E-02,2.62195E+00
1.6360E-06,1.26820E-02,2.54383E+00
1.6364E-06,1.26820E-02,2.50477E+00
1.6368E-06,1.30727E-02,2.54383E+00
1.6372E-06,1.22914E-02,2.54383E+00
1.6376E-06,1.30727E-02,2.54383E+00
1.6380E-06,1.26820E-02,2.54383E+00
1.6384E-06,1.32680E-02,2.58289E+00
1.6388E-06,1.26820E-02,2.54383E+00
1.6392E-06,1.34633E-02,2.52430E+00
1.6396E-06,1.24867E-02,2.46570E+00
1.6400E-06,1.26820E-02,2.60242E+00
1.6404E-06,1.26820E-02,2.58289E+00
1.6408E-06,1.26820E-02,2.58289E+00
1.6412E-06,1.24867E-02,2.50477E+00
1.6416E-06,1.30727E-02,2.54383E+00
1.6420E-06,1.28773E-02,2.56336E+00
1.6424E-06,1.32680E-02,2.56336E+00
1.6428E-06,1.28773E-02,2.50477E+00
1.6432E-06,1.34633E-02,2.54383E+00
1.6436E-06,1.28773E-02,2.52430E+00
1.6440E-06,1.26820E-02,2.52430E+00
1.6444E-06,1.32680E-02,2.54383E+00
1.6448E-06,1.28773E-02,2.54383E+00
1.6452E-06,1.30727E-02,2.46570E+00
1.6456E-06,1.36586E-02,2.50477E+00
1.6460E-06,1.24867E-02,2.54383E+00
1.6464E-06,1.26820E-02,2.52430E+00
1.6468E-06,1.24867E-02,2.52430E+00
1.6472E-06,1.26820E-02,2.48523E+00
1.6476E-06,1.24867E-02,2.54383E+00
1.6480E-06,1.22914E-02,2.62195E+00
1.6484E-06,1.30727E-02,2.62195E+00
1.6488E-06,1.30727E-02,2.50477E+00
1.6492E-06,1.19008E-02,2.50477E+00
1.6496E-06,1.32680E-02,2.48523E+00
1.6500E-06,1.28773E-02,2.48523E+00
1.6504E-06,1.26820E-02,2.46570E+00
1.6508E-06,1.30727E-02,2.52430E+00
1.6512E-06,1.30727E-02,2.58289E+00
1.6516E-06,1.17055E-02,2.54383E+00
1.6520E-06,1.28773E-02,2.52430E+00
1.6524E-06,1.26820E-02,2.48523E+00
1.6528E-06,1.22914E-02,2.54383E+00
1.6532E-06,1.22914E-02,2.60242E+00
1.6536E-06,1.26820E-02,2.52430E+00
1.6540E-06,1.22914E-02,2.58289E+00
1.6544E-06,1.22914E-02,2.58289E+00
1.6548E-06,1.15102E-02,2.58289E+00
1.6552E-06,1.17055E-02,2.54383E+00
1.6556E-06,1.13148E-02,2.50477E+00
1.6560E-06,1.17055E-02,2.54383E+00
1.6564E-06,1.15102E-02,2.60242E+00
1.6568E-06,1.15102E-02,2.60242E+00
1.6572E-06,1.22914E-02,2.54383E+00
1.6576E-06,1.15102E-02,2.52430E+00
1.6580E-06,1.15102E-02,2.56336E+00
1.6584E-06,1.13148E-02,2.58289E+00
1.6588E-06,1.17055E-02,2.60242E+00
1.6592E-06,1.13148E-02,2.56336E+00
1.6596E-06,1.13148E-02,2.58289E+00
1.6600E-06,1.09242E-02,2.56336E+00
1.6604E-06,1.11195E-02,2.54383E+00
1.6608E-06,1.09242E-02,2.58289E+00
1.6612E-06,1.11195E-02,2.60242E+00
1.6616E-06,1.15102E-02,2.50477E+00
1.6620E-06,1.17055E-02,2.38758E+00
1.6624E-06,1.15102E-02,2.27039E+00
1.6628E-06,1.13148E-02,2.13367E+00
1.6632E-06,1.20961E-02,1.89930E+00
1.6636E-06,1.19008E-02,1.41102E+00
1.6640E-06,1.20961E-02,1.00086E+00
1.6644E-06,1.17055E-02,3.17266E-01
1.6648E-06,1.28773E-02,-3.66328E-01
1.6652E-06,1.17055E-02,-1.06945E+00
1.6656E-06,1.22914E-02,-1.63586E+00
1.6660E-06,1.13148E-02,-2.22180E+00
1.6664E-06,1.24867E-02,-2.71008E+00
1.6668E-06,1.15102E-02,-3.06164E+00
1.6672E-06,1.22914E-02,-3.23742E+00
1.6676E-06,1.22914E-02,-3.53039E+00
1.6680E-06,1.24867E-02,-3.80383E+00
1.6684E-06,1.19008E-02,-3.84289E+00
1.6688E-06,1.19008E-02,-3.92102E+00
1.6692E-06,1.17055E-02,-3.96008E+00
1.6696E-06,1.22914E-02,-3.99914E+00
1.6700E-06,1.19008E-02,-4.05773E+00
1.6704E-06,1.20961E-02,-4.07727E+00
1.6708E-06,1.17055E-02,-4.13586E+00
1.6712E-06,1.17055E-02,-4.21398E+00
1.6716E-06,1.15102E-02,-4.15539E+00
1.6720E-06,1.19008E-02,-4.11633E+00
1.6724E-06,1.22914E-02,-4.13586E+00
1.6728E-06,1.15102E-02,-4.11633E+00
1.6732E-06,1.11195E-02,-4.11633E+00
1.6736E-06,1.03383E-02,-4.09680E+00
1.6740E-06,9.16641E-03,-4.11633E+00
1.6744E-06,7.99453E-03,-4.07727E+00
1.6748E-06,5.26016E-03,-4.09680E+00
1.6752E-06,1.74453E-03,-4.11633E+00
1.6756E-06,-2.55234E-03,-4.09680E+00
1.6760E-06,-6.26328E-03,-4.15539E+00
1.6764E-06,-1.07555E-02,-4.07727E+00
1.6768E-06,-1.58336E-02,-4.07727E+00
1.6772E-06,-1.97398E-02,-4.11633E+00
1.6776E-06,-2.20836E-02,-4.11633E+00
1.6780E-06,-2.42320E-02,-4.17492E+00
1.6784E-06,-2.61852E-02,-4.11633E+00
1.6788E-06,-2.89195E-02,-4.09680E+00
